* Measurement data measured by REW V5.20.13
* Source: C:\Users\marcu\OneDrive\Desktop\audio_db\Sennheiser IE600 - no o-ring - Foam R.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 29, 2023 8:27:35 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\marcu\OneDrive\Desktop\audio_db\Sennheiser IE600 - no o-ring - Foam R.txt Format: Comma/Tab/Space delimited data 54607 values loaded, 2 Hz to 20,000 Hz 
* Measurement: Rennheiser IE600 - no o-ring -
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 2.200 Hz
*
* Freq(Hz)	SPL(dB)
2.200000	64.250
2.240000	64.643
2.270000	64.938
2.300000	65.232
2.330000	65.527
2.360000	65.822
2.400000	66.215
2.430000	66.510
2.470000	66.903
2.500000	67.197
2.540000	67.590
2.580000	67.936
2.620000	68.194
2.650000	68.368
2.690000	68.577
2.720000	68.719
2.760000	68.890
2.800000	69.044
2.850000	69.218
2.900000	69.377
2.950000	69.525
3.000000	69.650
3.040000	69.732
3.070000	69.785
3.110000	69.845
3.150000	69.894
3.200000	69.943
3.250000	69.983
3.300000	70.017
3.350000	70.036
3.400000	70.038
3.450000	70.027
3.500000	70.006
3.550000	69.982
3.600000	69.958
3.650000	69.938
3.700000	69.922
3.750000	69.896
3.820000	69.854
3.870000	69.827
3.950000	69.805
4.000000	69.811
4.060000	69.847
4.120000	69.902
4.180000	69.974
4.250000	70.082
4.310000	70.195
4.370000	70.327
4.440000	70.511
4.500000	70.699
4.550000	70.873
4.620000	71.133
4.680000	71.362
4.750000	71.624
4.820000	71.883
4.870000	72.076
4.940000	72.350
5.000000	72.582
5.080000	72.876
5.150000	73.112
5.220000	73.335
5.300000	73.574
5.380000	73.796
5.450000	73.974
5.520000	74.136
5.600000	74.298
5.700000	74.472
5.800000	74.623
5.900000	74.758
6.000000	74.867
6.080000	74.941
6.150000	75.003
6.220000	75.066
6.300000	75.138
6.400000	75.221
6.500000	75.307
6.600000	75.404
6.700000	75.514
6.800000	75.632
6.900000	75.758
7.000000	75.891
7.100000	76.034
7.200000	76.183
7.300000	76.328
7.400000	76.468
7.500000	76.606
7.620000	76.764
7.750000	76.914
7.880000	77.047
8.000000	77.154
8.120000	77.245
8.250000	77.325
8.380000	77.394
8.500000	77.451
8.620000	77.499
8.750000	77.548
8.850000	77.589
9.000000	77.650
9.120000	77.701
9.250000	77.761
9.380000	77.825
9.500000	77.885
9.620000	77.945
9.750000	78.011
9.880000	78.065
10.000000	78.100
10.150000	78.127
10.300000	78.143
10.440000	78.146
10.600000	78.142
10.750000	78.137
10.900000	78.128
11.060000	78.121
11.200000	78.115
11.380000	78.109
11.500000	78.107
11.720000	78.104
11.800000	78.103
12.060000	78.100
12.200000	78.097
12.410000	78.094
12.500000	78.098
12.650000	78.111
12.800000	78.128
13.150000	78.171
13.200000	78.177
13.400000	78.204
13.600000	78.229
13.800000	78.253
14.000000	78.274
14.300000	78.298
14.500000	78.308
14.750000	78.317
15.000000	78.325
15.250000	78.332
15.500000	78.340
15.750000	78.347
16.000000	78.353
16.250000	78.357
16.500000	78.358
16.750000	78.351
17.000000	78.342
17.250000	78.330
17.500000	78.318
17.750000	78.305
18.000000	78.292
18.250000	78.278
18.500000	78.261
18.750000	78.242
19.000000	78.222
19.250000	78.201
19.500000	78.181
19.750000	78.161
20.000000	78.143
20.299999	78.122
20.600000	78.101
20.900000	78.080
21.200001	78.060
21.400000	78.047
21.799999	78.023
22.000000	78.012
22.400000	77.989
22.700001	77.971
23.000000	77.951
23.299999	77.930
23.600000	77.908
24.000000	77.877
24.299999	77.852
24.700001	77.816
25.000000	77.786
25.400000	77.744
25.799999	77.700
26.200001	77.652
26.500000	77.615
26.900000	77.565
27.200001	77.528
27.600000	77.479
28.000000	77.433
28.500000	77.375
29.000000	77.316
29.500000	77.259
30.000000	77.205
30.400000	77.163
30.700001	77.131
31.100000	77.088
31.500000	77.045
32.000000	76.992
32.500000	76.938
33.000000	76.882
33.500000	76.823
34.000000	76.765
34.500000	76.705
35.000000	76.643
35.500000	76.581
36.000000	76.520
36.500000	76.459
37.000000	76.398
37.500000	76.339
38.200001	76.258
38.700001	76.202
39.500000	76.111
40.000000	76.055
40.599998	75.990
41.200001	75.926
41.799999	75.860
42.500000	75.782
43.099998	75.715
43.700001	75.651
44.400002	75.577
45.000000	75.511
45.500000	75.456
46.200001	75.381
46.799999	75.317
47.500000	75.243
48.200001	75.171
48.700001	75.119
49.400002	75.048
50.000000	74.987
50.799999	74.907
51.500000	74.839
52.200001	74.771
53.000000	74.694
53.799999	74.617
54.500000	74.551
55.200001	74.485
56.000000	74.411
57.000000	74.319
58.000000	74.227
59.000000	74.135
60.000000	74.044
60.799999	73.973
61.500000	73.913
62.200001	73.854
