* Measurement data measured by REW V5.20.13
* Source: C:\Users\marcu\OneDrive\Desktop\audio_db\Elysian Diva - 250m - Blue Foam R.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 29, 2023 8:27:35 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\marcu\OneDrive\Desktop\audio_db\Elysian Diva - 250m - Blue Foam R.txt Format: Comma/Tab/Space delimited data 54607 values loaded, 2 Hz to 20,000 Hz 
* Measurement: Rlysian Diva - 250m - Blue Foa
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 2.200 Hz
*
* Freq(Hz)	SPL(dB)
345.000000	67.273
350.000000	67.252
355.000000	67.233
360.000000	67.214
365.000000	67.195
370.000000	67.178
375.000000	67.162
382.000000	67.139
387.000000	67.123
395.000000	67.102
400.000000	67.091
406.000000	67.077
412.000000	67.067
418.000000	67.057
425.000000	67.044
431.000000	67.036
437.000000	67.027
444.000000	67.016
450.000000	67.007
455.000000	67.000
462.000000	66.990
468.000000	66.982
475.000000	66.972
482.000000	66.961
487.000000	66.952
494.000000	66.940
500.000000	66.931
508.000000	66.919
515.000000	66.910
522.000000	66.900
530.000000	66.889
538.000000	66.878
545.000000	66.869
552.000000	66.861
560.000000	66.851
570.000000	66.841
580.000000	66.829
590.000000	66.820
600.000000	66.810
608.000000	66.803
615.000000	66.799
622.000000	66.796
630.000000	66.795
640.000000	66.794
650.000000	66.794
660.000000	66.797
670.000000	66.800
680.000000	66.803
690.000000	66.809
700.000000	66.818
710.000000	66.829
720.000000	66.840
730.000000	66.854
740.000000	66.870
750.000000	66.887
762.000000	66.911
775.000000	66.940
788.000000	66.973
800.000000	67.004
812.000000	67.034
825.000000	67.070
838.000000	67.110
850.000000	67.150
862.000000	67.195
875.000000	67.250
885.000000	67.295
900.000000	67.369
912.000000	67.434
925.000000	67.508
938.000000	67.587
950.000000	67.664
962.000000	67.744
975.000000	67.834
988.000000	67.928
1000.000000	68.020
1015.000000	68.146
1030.000000	68.277
1044.000000	68.400
1060.000000	68.543
1075.000000	68.674
1090.000000	68.804
1106.000000	68.940
1120.000000	69.057
1138.000000	69.203
1150.000000	69.299
1172.000000	69.467
1180.000000	69.525
1206.000000	69.709
1220.000000	69.802
1241.000000	69.934
1250.000000	69.983
1265.000000	70.052
1280.000000	70.113
1315.000000	70.242
1320.000000	70.258
1340.000000	70.325
1360.000000	70.388
1380.000000	70.448
1400.000000	70.506
1430.000000	70.592
1450.000000	70.647
1475.000000	70.716
1500.000000	70.784
1525.000000	70.853
1550.000000	70.924
1575.000000	70.994
1600.000000	71.076
1625.000000	71.178
1650.000000	71.289
1675.000000	71.402
1700.000000	71.516
1725.000000	71.633
1750.000000	71.750
1775.000000	71.870
1800.000000	71.992
1825.000000	72.116
1850.000000	72.241
1875.000000	72.369
1900.000000	72.500
1925.000000	72.632
1950.000000	72.766
1975.000000	72.902
2000.000000	73.038
2030.000000	73.201
2060.000000	73.364
2090.000000	73.532
2120.000000	73.702
2140.000000	73.816
2180.000000	74.048
2200.000000	74.166
2240.000000	74.404
2270.000000	74.585
2300.000000	74.767
2330.000000	74.951
2360.000000	75.134
2400.000000	75.375
2430.000000	75.552
2470.000000	75.778
2500.000000	75.936
2540.000000	76.126
2580.000000	76.285
2620.000000	76.408
2650.000000	76.474
2690.000000	76.526
2720.000000	76.538
2760.000000	76.520
2800.000000	76.471
2850.000000	76.376
2900.000000	76.256
2950.000000	76.125
3000.000000	75.987
3040.000000	75.876
3070.000000	75.792
3110.000000	75.682
3150.000000	75.572
3200.000000	75.438
3250.000000	75.304
3300.000000	75.172
3350.000000	75.041
3400.000000	74.914
3450.000000	74.794
3500.000000	74.688
3550.000000	74.601
3600.000000	74.540
3650.000000	74.507
3700.000000	74.504
3750.000000	74.528
3820.000000	74.603
3870.000000	74.683
3950.000000	74.845
4000.000000	74.963
4060.000000	75.116
4120.000000	75.276
4180.000000	75.440
4250.000000	75.624
4310.000000	75.769
4370.000000	75.889
4440.000000	75.985
4500.000000	76.016
4550.000000	75.997
4620.000000	75.896
4680.000000	75.735
4750.000000	75.465
4820.000000	75.114
4870.000000	74.824
4940.000000	74.375
5000.000000	73.961
5080.000000	73.385
5150.000000	72.880
5220.000000	72.392
5300.000000	71.867
5380.000000	71.389
5450.000000	71.014
5520.000000	70.681
5600.000000	70.353
5700.000000	70.022
5800.000000	69.774
5900.000000	69.605
6000.000000	69.500
6080.000000	69.452
6150.000000	69.434
6220.000000	69.447
6300.000000	69.508
6400.000000	69.657
6500.000000	69.848
6600.000000	70.057
6700.000000	70.276
6800.000000	70.496
6900.000000	70.709
7000.000000	70.912
7100.000000	71.103
7200.000000	71.277
7300.000000	71.425
7400.000000	71.538
7500.000000	71.609
7620.000000	71.638
7750.000000	71.599
7880.000000	71.489
8000.000000	71.305
8120.000000	71.015
8250.000000	70.633
8380.000000	70.224
8500.000000	69.839
8620.000000	69.455
8750.000000	69.050
8850.000000	68.753
9000.000000	68.335
9120.000000	68.031
9250.000000	67.741
9380.000000	67.498
9500.000000	67.319
9620.000000	67.184
9750.000000	67.085
9880.000000	67.035
10000.000000	67.042
10150.000000	67.141
10300.000000	67.353
10440.000000	67.667
10600.000000	68.163
10750.000000	68.739
10900.000000	69.408
11060.000000	70.202
11200.000000	70.931
11380.000000	71.832
11500.000000	72.337
11720.000000	72.868
11800.000000	72.898
12060.000000	72.386
12200.000000	71.826
12410.000000	70.840
12500.000000	70.406
12650.000000	69.682
12800.000000	69.029
13150.000000	68.216
13200.000000	68.177
13400.000000	68.097
13600.000000	67.905
13800.000000	67.418
14000.000000	66.679
14300.000000	65.386
14500.000000	64.521
14750.000000	63.495
15000.000000	62.552
15250.000000	61.629
15500.000000	60.471
15750.000000	58.760
16000.000000	56.864
16250.000000	56.319
16500.000000	58.048
16750.000000	60.690
17000.000000	62.234
17250.000000	61.493
17500.000000	58.670
17750.000000	55.591
18000.000000	53.036
18250.000000	50.807
18500.000000	48.792
18750.000000	46.874
19000.000000	44.876
19250.000000	42.580
19500.000000	39.826
19750.000000	36.825
