* Measurement data measured by REW V5.20.13
* Source: C:\Users\marcu\OneDrive\Desktop\audio_db\Elysian Diva - 250m - Red Foam R.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 29, 2023 8:27:35 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\marcu\OneDrive\Desktop\audio_db\Elysian Diva - 250m - Red Foam R.txt Format: Comma/Tab/Space delimited data 54607 values loaded, 2 Hz to 20,000 Hz 
* Measurement: Rlysian Diva - 250m - Red Foa
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 2.200 Hz
*
* Freq(Hz)	SPL(dB)
2.200000	55.504
2.240000	55.885
2.270000	56.171
2.300000	56.456
2.330000	56.742
2.360000	57.028
2.400000	57.408
2.430000	57.694
2.470000	58.075
2.500000	58.361
2.540000	58.741
2.580000	59.077
2.620000	59.328
2.650000	59.498
2.690000	59.702
2.720000	59.841
2.760000	60.009
2.800000	60.160
2.850000	60.331
2.900000	60.486
2.950000	60.631
3.000000	60.752
3.040000	60.832
3.070000	60.884
3.110000	60.941
3.150000	60.989
3.200000	61.036
3.250000	61.073
3.300000	61.103
3.350000	61.124
3.400000	61.131
3.450000	61.127
3.500000	61.111
3.550000	61.084
3.600000	61.049
3.650000	61.004
3.700000	60.949
3.750000	60.879
3.820000	60.761
3.870000	60.668
3.950000	60.512
4.000000	60.415
4.060000	60.299
4.120000	60.162
4.180000	60.015
4.250000	59.851
4.310000	59.735
4.370000	59.658
4.440000	59.628
4.500000	59.634
4.550000	59.660
4.620000	59.734
4.680000	59.833
4.750000	59.995
4.820000	60.223
4.870000	60.430
4.940000	60.762
5.000000	61.068
5.080000	61.476
5.150000	61.807
5.220000	62.143
5.300000	62.534
5.380000	62.912
5.450000	63.215
5.520000	63.480
5.600000	63.748
5.700000	64.038
5.800000	64.278
5.900000	64.467
6.000000	64.595
6.080000	64.663
6.150000	64.705
6.220000	64.739
6.300000	64.761
6.400000	64.754
6.500000	64.734
6.600000	64.729
6.700000	64.732
6.800000	64.739
6.900000	64.765
7.000000	64.821
7.100000	64.909
7.200000	65.017
7.300000	65.135
7.400000	65.261
7.500000	65.404
7.620000	65.573
7.750000	65.728
7.880000	65.865
8.000000	65.967
8.120000	66.038
8.250000	66.079
8.380000	66.095
8.500000	66.093
8.620000	66.069
8.750000	66.036
8.850000	66.016
9.000000	65.983
9.120000	65.964
9.250000	65.960
9.380000	65.969
9.500000	65.986
9.620000	66.011
9.750000	66.048
9.880000	66.077
10.000000	66.087
10.150000	66.086
10.300000	66.070
10.440000	66.040
10.600000	65.997
10.750000	65.955
10.900000	65.911
11.060000	65.871
11.200000	65.841
11.380000	65.813
11.500000	65.802
11.720000	65.796
11.800000	65.797
12.060000	65.811
12.200000	65.821
12.410000	65.842
12.500000	65.859
12.650000	65.896
12.800000	65.940
13.150000	66.058
13.200000	66.077
13.400000	66.158
13.600000	66.241
13.800000	66.324
14.000000	66.403
14.300000	66.511
14.500000	66.573
14.750000	66.646
15.000000	66.715
15.250000	66.786
15.500000	66.858
15.750000	66.930
16.000000	66.998
16.250000	67.057
16.500000	67.106
16.750000	67.142
17.000000	67.169
17.250000	67.193
17.500000	67.217
17.750000	67.240
18.000000	67.263
18.250000	67.283
18.500000	67.298
18.750000	67.310
19.000000	67.320
19.250000	67.331
19.500000	67.346
19.750000	67.364
20.000000	67.386
20.299999	67.419
20.600000	67.456
20.900000	67.497
21.200001	67.544
21.400000	67.579
21.799999	67.655
22.000000	67.694
22.400000	67.773
22.700001	67.830
23.000000	67.888
23.299999	67.947
23.600000	68.006
24.000000	68.083
24.299999	68.135
24.700001	68.193
25.000000	68.229
25.400000	68.273
25.799999	68.314
26.200001	68.353
26.500000	68.379
26.900000	68.409
27.200001	68.427
27.600000	68.447
28.000000	68.468
28.500000	68.499
29.000000	68.536
29.500000	68.579
30.000000	68.626
30.400000	68.665
30.700001	68.695
31.100000	68.736
31.500000	68.779
32.000000	68.833
32.500000	68.885
33.000000	68.931
33.500000	68.973
34.000000	69.012
34.500000	69.046
35.000000	69.075
35.500000	69.102
36.000000	69.129
36.500000	69.153
37.000000	69.177
37.500000	69.199
38.200001	69.234
38.700001	69.260
39.500000	69.302
40.000000	69.331
40.599998	69.367
41.200001	69.402
41.799999	69.434
42.500000	69.469
43.099998	69.497
43.700001	69.522
44.400002	69.547
45.000000	69.568
45.500000	69.587
46.200001	69.614
46.799999	69.634
47.500000	69.657
48.200001	69.682
48.700001	69.698
49.400002	69.717
50.000000	69.733
50.799999	69.756
51.500000	69.775
52.200001	69.792
53.000000	69.813
53.799999	69.831
54.500000	69.848
55.200001	69.864
56.000000	69.879
57.000000	69.898
58.000000	69.914
59.000000	69.924
60.000000	69.933
60.799999	69.943
61.500000	69.951
62.200001	69.958
63.000000	69.967
64.000000	69.975
65.000000	69.982
66.000000	69.983
67.000000	69.983
68.000000	69.982
69.000000	69.981
70.000000	69.980
71.000000	69.978
72.000000	69.977
73.000000	69.976
74.000000	69.973
75.000000	69.968
76.199997	69.961
77.500000	69.955
78.800003	69.943
80.000000	69.934
81.199997	69.921
82.500000	69.911
83.800003	69.903
85.000000	69.892
86.199997	69.881
87.500000	69.869
88.500000	69.858
90.000000	69.841
91.199997	69.827
92.500000	69.812
93.800003	69.795
95.000000	69.781
96.199997	69.767
97.500000	69.749
98.800003	69.731
100.000000	69.716
101.500000	69.696
103.000000	69.675
104.400002	69.655
106.000000	69.631
107.500000	69.608
109.000000	69.584
110.599998	69.560
112.000000	69.538
113.800003	69.510
115.000000	69.489
117.199997	69.452
118.000000	69.439
120.599998	69.396
122.000000	69.373
124.099998	69.338
125.000000	69.323
126.500000	69.302
128.000000	69.283
131.500000	69.236
132.000000	69.230
134.000000	69.203
136.000000	69.179
138.000000	69.153
140.000000	69.127
143.000000	69.087
145.000000	69.062
147.500000	69.033
150.000000	69.002
152.500000	68.971
155.000000	68.939
157.500000	68.911
160.000000	68.879
162.500000	68.841
165.000000	68.798
167.500000	68.758
170.000000	68.719
172.500000	68.679
175.000000	68.639
177.500000	68.601
180.000000	68.563
182.500000	68.526
185.000000	68.490
187.500000	68.454
190.000000	68.419
192.500000	68.385
195.000000	68.351
197.500000	68.319
200.000000	68.289
203.000000	68.256
206.000000	68.223
209.000000	68.194
212.000000	68.164
214.000000	68.145
218.000000	68.106
220.000000	68.088
224.000000	68.052
227.000000	68.026
230.000000	68.001
233.000000	67.976
236.000000	67.951
240.000000	67.918
243.000000	67.895
247.000000	67.865
250.000000	67.842
254.000000	67.815
258.000000	67.789
262.000000	67.764
265.000000	67.747
269.000000	67.723
272.000000	67.707
276.000000	67.682
280.000000	67.659
285.000000	67.635
290.000000	67.607
295.000000	67.581
300.000000	67.559
304.000000	67.540
307.000000	67.525
311.000000	67.509
315.000000	67.491
320.000000	67.468
325.000000	67.446
330.000000	67.425
335.000000	67.404
340.000000	67.386
345.000000	67.367
350.000000	67.348
355.000000	67.329
360.000000	67.310
365.000000	67.293
370.000000	67.277
375.000000	67.260
382.000000	67.240
387.000000	67.223
395.000000	67.199
400.000000	67.187
406.000000	67.170
412.000000	67.156
418.000000	67.142
425.000000	67.128
431.000000	67.115
437.000000	67.104
444.000000	67.088
450.000000	67.076
455.000000	67.066
462.000000	67.053
468.000000	67.041
