* Measurement data measured by REW V5.20.13
* Source: C:\Users\marcu\OneDrive\Desktop\audio_db\Penon 10th Anniversary Foam R.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 29, 2023 8:27:35 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\marcu\OneDrive\Desktop\audio_db\Penon 10th Anniversary Foam R.txt Format: Comma/Tab/Space delimited data 54607 values loaded, 2 Hz to 20,000 Hz 
* Measurement: Renon 10th Anniversary Foam
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 2.200 Hz
*
* Freq(Hz)	SPL(dB)
2.200000	56.539
2.240000	56.820
2.270000	57.031
2.300000	57.242
2.330000	57.453
2.360000	57.664
2.400000	57.946
2.430000	58.156
2.470000	58.438
2.500000	58.649
2.540000	58.930
2.580000	59.178
2.620000	59.363
2.650000	59.487
2.690000	59.636
2.720000	59.737
2.760000	59.861
2.800000	59.975
2.850000	60.109
2.900000	60.240
2.950000	60.372
3.000000	60.493
3.040000	60.580
3.070000	60.641
3.110000	60.718
3.150000	60.793
3.200000	60.885
3.250000	60.981
3.300000	61.084
3.350000	61.190
3.400000	61.295
3.450000	61.401
3.500000	61.508
3.550000	61.618
3.600000	61.732
3.650000	61.850
3.700000	61.973
3.750000	62.101
3.820000	62.288
3.870000	62.424
3.950000	62.644
4.000000	62.781
4.060000	62.944
4.120000	63.109
4.180000	63.276
4.250000	63.470
4.310000	63.633
4.370000	63.791
4.440000	63.967
4.500000	64.114
4.550000	64.233
4.620000	64.396
4.680000	64.529
4.750000	64.678
4.820000	64.818
4.870000	64.913
4.940000	65.039
5.000000	65.142
5.080000	65.274
5.150000	65.384
5.220000	65.487
5.300000	65.597
5.380000	65.703
5.450000	65.793
5.520000	65.882
5.600000	65.981
5.700000	66.100
5.800000	66.218
5.900000	66.340
6.000000	66.463
6.080000	66.562
6.150000	66.651
6.220000	66.741
6.300000	66.846
6.400000	66.981
6.500000	67.118
6.600000	67.254
6.700000	67.392
6.800000	67.530
6.900000	67.667
7.000000	67.799
7.100000	67.929
7.200000	68.057
7.300000	68.180
7.400000	68.298
7.500000	68.412
7.620000	68.544
7.750000	68.683
7.880000	68.815
8.000000	68.934
8.120000	69.052
8.250000	69.177
8.380000	69.302
8.500000	69.418
8.620000	69.534
8.750000	69.661
8.850000	69.759
9.000000	69.906
9.120000	70.022
9.250000	70.146
9.380000	70.269
9.500000	70.380
9.620000	70.489
9.750000	70.606
9.880000	70.711
10.000000	70.793
10.150000	70.879
10.300000	70.958
10.440000	71.023
10.600000	71.094
10.750000	71.161
10.900000	71.226
11.060000	71.294
11.200000	71.354
11.380000	71.427
11.500000	71.474
11.720000	71.556
11.800000	71.585
12.060000	71.672
12.200000	71.714
12.410000	71.775
12.500000	71.807
12.650000	71.867
12.800000	71.929
13.150000	72.067
13.200000	72.086
13.400000	72.160
13.600000	72.231
13.800000	72.299
14.000000	72.364
14.300000	72.456
14.500000	72.515
14.750000	72.586
15.000000	72.654
15.250000	72.720
15.500000	72.784
15.750000	72.846
16.000000	72.907
16.250000	72.972
16.500000	73.038
16.750000	73.102
17.000000	73.164
17.250000	73.225
17.500000	73.286
17.750000	73.345
18.000000	73.403
18.250000	73.459
18.500000	73.513
18.750000	73.565
19.000000	73.616
19.250000	73.666
19.500000	73.713
19.750000	73.759
20.000000	73.804
20.299999	73.856
20.600000	73.906
20.900000	73.953
21.200001	73.996
21.400000	74.024
21.799999	74.076
22.000000	74.100
22.400000	74.147
22.700001	74.179
23.000000	74.211
23.299999	74.240
23.600000	74.266
24.000000	74.300
24.299999	74.324
24.700001	74.356
25.000000	74.378
25.400000	74.408
25.799999	74.436
26.200001	74.463
26.500000	74.482
26.900000	74.508
27.200001	74.526
27.600000	74.550
28.000000	74.573
28.500000	74.600
29.000000	74.623
29.500000	74.643
30.000000	74.661
30.400000	74.674
30.700001	74.683
31.100000	74.693
31.500000	74.702
32.000000	74.711
32.500000	74.720
33.000000	74.726
33.500000	74.732
34.000000	74.736
34.500000	74.742
35.000000	74.747
35.500000	74.751
36.000000	74.754
36.500000	74.756
37.000000	74.757
37.500000	74.758
38.200001	74.758
38.700001	74.755
39.500000	74.750
40.000000	74.748
40.599998	74.745
41.200001	74.740
41.799999	74.734
42.500000	74.727
43.099998	74.720
43.700001	74.714
44.400002	74.706
45.000000	74.699
45.500000	74.692
46.200001	74.681
46.799999	74.672
47.500000	74.661
48.200001	74.648
48.700001	74.639
49.400002	74.628
50.000000	74.617
50.799999	74.602
51.500000	74.587
52.200001	74.575
53.000000	74.559
53.799999	74.543
54.500000	74.527
55.200001	74.513
56.000000	74.496
57.000000	74.472
58.000000	74.449
59.000000	74.427
60.000000	74.403
60.799999	74.382
61.500000	74.365
62.200001	74.346
63.000000	74.324
64.000000	74.295
65.000000	74.268
66.000000	74.239
67.000000	74.209
68.000000	74.179
69.000000	74.149
70.000000	74.119
71.000000	74.089
72.000000	74.058
73.000000	74.028
74.000000	73.998
75.000000	73.967
76.199997	73.929
77.500000	73.888
78.800003	73.848
80.000000	73.811
81.199997	73.772
82.500000	73.732
83.800003	73.692
85.000000	73.655
86.199997	73.617
87.500000	73.577
88.500000	73.544
90.000000	73.496
91.199997	73.459
92.500000	73.417
93.800003	73.375
95.000000	73.337
96.199997	73.299
97.500000	73.257
98.800003	73.216
100.000000	73.176
101.500000	73.129
103.000000	73.081
104.400002	73.036
106.000000	72.984
107.500000	72.937
109.000000	72.889
110.599998	72.838
112.000000	72.792
113.800003	72.735
115.000000	72.696
117.199997	72.627
118.000000	72.600
120.599998	72.517
122.000000	72.472
124.099998	72.405
125.000000	72.379
126.500000	72.337
128.000000	72.296
131.500000	72.197
132.000000	72.184
134.000000	72.131
136.000000	72.074
138.000000	72.018
140.000000	71.961
143.000000	71.872
145.000000	71.811
147.500000	71.735
150.000000	71.657
152.500000	71.582
155.000000	71.507
157.500000	71.434
160.000000	71.365
162.500000	71.286
165.000000	71.210
167.500000	71.141
170.000000	71.077
172.500000	71.016
175.000000	70.958
177.500000	70.905
180.000000	70.855
182.500000	70.800
185.000000	70.735
187.500000	70.672
190.000000	70.603
192.500000	70.534
195.000000	70.466
197.500000	70.395
200.000000	70.326
203.000000	70.249
206.000000	70.173
209.000000	70.096
212.000000	70.021
214.000000	69.970
218.000000	69.861
220.000000	69.808
224.000000	69.703
227.000000	69.623
230.000000	69.542
233.000000	69.462
236.000000	69.385
240.000000	69.283
243.000000	69.204
247.000000	69.101
250.000000	69.027
254.000000	68.930
258.000000	68.831
262.000000	68.739
265.000000	68.668
269.000000	68.581
272.000000	68.513
276.000000	68.427
280.000000	68.340
285.000000	68.234
290.000000	68.132
295.000000	68.034
300.000000	67.937
304.000000	67.863
307.000000	67.811
311.000000	67.735
315.000000	67.661
320.000000	67.572
325.000000	67.484
330.000000	67.397
335.000000	67.314
340.000000	67.230
345.000000	67.148
350.000000	67.072
355.000000	66.999
360.000000	66.926
365.000000	66.857
370.000000	66.785
375.000000	66.726
382.000000	66.642
387.000000	66.591
395.000000	66.521
400.000000	66.481
406.000000	66.434
412.000000	66.389
418.000000	66.342
425.000000	66.288
431.000000	66.240
437.000000	66.194
444.000000	66.141
450.000000	66.098
455.000000	66.066
462.000000	66.016
468.000000	65.978
475.000000	65.937
482.000000	65.894
487.000000	65.862
494.000000	65.823
500.000000	65.790
508.000000	65.749
515.000000	65.719
522.000000	65.681
530.000000	65.642
538.000000	65.603
545.000000	65.573
552.000000	65.540
560.000000	65.510
570.000000	65.470
580.000000	65.426
590.000000	65.392
600.000000	65.355
608.000000	65.330
615.000000	65.307
622.000000	65.287
630.000000	65.268
640.000000	65.250
650.000000	65.231
660.000000	65.216
670.000000	65.208
680.000000	65.203
690.000000	65.209
700.000000	65.215
710.000000	65.224
720.000000	65.243
730.000000	65.260
740.000000	65.289
750.000000	65.321
762.000000	65.367
775.000000	65.425
788.000000	65.491
800.000000	65.566
812.000000	65.634
825.000000	65.719
838.000000	65.808
850.000000	65.909
862.000000	66.013
875.000000	66.135
885.000000	66.232
900.000000	66.389
912.000000	66.519
925.000000	66.671
938.000000	66.826
950.000000	66.977
962.000000	67.132
975.000000	67.306
988.000000	67.482
1000.000000	67.646
1015.000000	67.870
1030.000000	68.101
1044.000000	68.312
1060.000000	68.550
1075.000000	68.779
1090.000000	68.992
1106.000000	69.226
1120.000000	69.418
1138.000000	69.657
1150.000000	69.814
1172.000000	70.084
1180.000000	70.181
1206.000000	70.473
1220.000000	70.620
1241.000000	70.827
1250.000000	70.914
1265.000000	71.022
1280.000000	71.121
1315.000000	71.324
1320.000000	71.351
1340.000000	71.448
1360.000000	71.530
1380.000000	71.604
1400.000000	71.666
1430.000000	71.739
1450.000000	71.774
1475.000000	71.807
1500.000000	71.821
1525.000000	71.822
1550.000000	71.811
1575.000000	71.791
1600.000000	71.755
1625.000000	71.751
1650.000000	71.736
1675.000000	71.714
1700.000000	71.689
1725.000000	71.658
1750.000000	71.627
1775.000000	71.598
1800.000000	71.566
1825.000000	71.539
1850.000000	71.514
1875.000000	71.494
1900.000000	71.482
1925.000000	71.477
1950.000000	71.477
1975.000000	71.487
2000.000000	71.500
2030.000000	71.525
2060.000000	71.563
2090.000000	71.617
