* Measurement data measured by REW V5.20.13
* Source: C:\Users\marcu\OneDrive\Desktop\audio_db\Sennheiser IE600 - o-ring - Foam R.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 29, 2023 8:27:35 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\marcu\OneDrive\Desktop\audio_db\Sennheiser IE600 - o-ring - Foam R.txt Format: Comma/Tab/Space delimited data 54607 values loaded, 2 Hz to 20,000 Hz 
* Measurement: Rennheiser IE600 - o-ring - Foa
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 2.200 Hz
*
* Freq(Hz)	SPL(dB)
2.200000	65.001
2.240000	65.425
2.270000	65.744
2.300000	66.062
2.330000	66.380
2.360000	66.699
2.400000	67.123
2.430000	67.442
2.470000	67.866
2.500000	68.184
2.540000	68.609
2.580000	68.985
2.620000	69.268
2.650000	69.460
2.690000	69.694
2.720000	69.853
2.760000	70.046
2.800000	70.222
2.850000	70.422
2.900000	70.606
2.950000	70.779
3.000000	70.928
3.040000	71.029
3.070000	71.095
3.110000	71.173
3.150000	71.238
3.200000	71.308
3.250000	71.366
3.300000	71.416
3.350000	71.451
3.400000	71.467
3.450000	71.468
3.500000	71.459
3.550000	71.444
3.600000	71.427
3.650000	71.412
3.700000	71.397
3.750000	71.370
3.820000	71.324
3.870000	71.291
3.950000	71.255
4.000000	71.251
4.060000	71.270
4.120000	71.304
4.180000	71.352
4.250000	71.428
4.310000	71.514
4.370000	71.622
4.440000	71.779
4.500000	71.945
4.550000	72.100
4.620000	72.335
4.680000	72.545
4.750000	72.788
4.820000	73.032
4.870000	73.216
4.940000	73.479
5.000000	73.704
5.080000	73.990
5.150000	74.219
5.220000	74.436
5.300000	74.670
5.380000	74.888
5.450000	75.062
5.520000	75.219
5.600000	75.375
5.700000	75.542
5.800000	75.685
5.900000	75.809
6.000000	75.905
6.080000	75.967
6.150000	76.017
6.220000	76.069
6.300000	76.126
6.400000	76.190
6.500000	76.255
