* Measurement data measured by REW V5.20.13
* Source: C:\Users\marcu\OneDrive\Desktop\audio_db\Sennheiser IE600 - no o-ring - Foam L.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 29, 2023 8:27:35 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\marcu\OneDrive\Desktop\audio_db\Sennheiser IE600 - no o-ring - Foam L.txt Format: Comma/Tab/Space delimited data 54607 values loaded, 2 Hz to 20,000 Hz 
* Measurement: Lennheiser IE600 - no o-ring -
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 2.200 Hz
*
* Freq(Hz)	SPL(dB)
220.000000	67.641
224.000000	67.575
227.000000	67.526
230.000000	67.479
233.000000	67.432
236.000000	67.386
240.000000	67.327
243.000000	67.283
247.000000	67.226
250.000000	67.185
254.000000	67.134
258.000000	67.086
262.000000	67.039
265.000000	67.003
269.000000	66.959
272.000000	66.925
276.000000	66.882
280.000000	66.841
285.000000	66.791
290.000000	66.742
295.000000	66.696
300.000000	66.652
304.000000	66.618
307.000000	66.592
311.000000	66.558
315.000000	66.526
320.000000	66.486
325.000000	66.448
330.000000	66.412
335.000000	66.376
340.000000	66.340
345.000000	66.308
350.000000	66.277
355.000000	66.245
360.000000	66.216
365.000000	66.188
370.000000	66.159
375.000000	66.132
382.000000	66.097
387.000000	66.072
395.000000	66.035
400.000000	66.013
406.000000	65.988
412.000000	65.963
418.000000	65.941
425.000000	65.915
431.000000	65.893
437.000000	65.873
444.000000	65.850
450.000000	65.832
455.000000	65.818
462.000000	65.797
468.000000	65.781
475.000000	65.762
482.000000	65.744
487.000000	65.732
494.000000	65.717
500.000000	65.706
508.000000	65.691
515.000000	65.680
522.000000	65.668
530.000000	65.658
538.000000	65.649
545.000000	65.642
552.000000	65.636
560.000000	65.629
570.000000	65.622
580.000000	65.617
590.000000	65.613
600.000000	65.611
608.000000	65.611
615.000000	65.612
622.000000	65.613
630.000000	65.616
640.000000	65.622
650.000000	65.630
660.000000	65.640
670.000000	65.653
680.000000	65.667
690.000000	65.683
700.000000	65.700
710.000000	65.722
720.000000	65.744
730.000000	65.768
740.000000	65.796
750.000000	65.825
762.000000	65.864
775.000000	65.909
788.000000	65.961
800.000000	66.008
812.000000	66.057
825.000000	66.112
838.000000	66.171
850.000000	66.230
862.000000	66.294
875.000000	66.369
885.000000	66.430
900.000000	66.528
912.000000	66.611
925.000000	66.706
938.000000	66.804
950.000000	66.896
962.000000	66.992
975.000000	67.097
988.000000	67.205
1000.000000	67.309
1015.000000	67.450
1030.000000	67.598
1044.000000	67.740
1060.000000	67.907
1075.000000	68.068
1090.000000	68.230
1106.000000	68.399
1120.000000	68.544
1138.000000	68.725
1150.000000	68.841
1172.000000	69.045
1180.000000	69.118
1206.000000	69.345
1220.000000	69.461
1241.000000	69.626
1250.000000	69.691
1265.000000	69.786
1280.000000	69.871
1315.000000	70.055
1320.000000	70.080
1340.000000	70.179
1360.000000	70.275
1380.000000	70.369
1400.000000	70.459
1430.000000	70.592
1450.000000	70.678
1475.000000	70.786
1500.000000	70.892
1525.000000	70.997
1550.000000	71.104
1575.000000	71.211
1600.000000	71.327
1625.000000	71.463
1650.000000	71.608
1675.000000	71.754
1700.000000	71.900
1725.000000	72.047
1750.000000	72.193
1775.000000	72.339
1800.000000	72.485
1825.000000	72.631
1850.000000	72.775
1875.000000	72.919
1900.000000	73.061
1925.000000	73.200
1950.000000	73.339
1975.000000	73.473
2000.000000	73.603
2030.000000	73.751
2060.000000	73.889
2090.000000	74.021
2120.000000	74.145
2140.000000	74.222
2180.000000	74.365
2200.000000	74.429
2240.000000	74.545
2270.000000	74.617
2300.000000	74.677
2330.000000	74.725
2360.000000	74.760
2400.000000	74.787
2430.000000	74.792
2470.000000	74.781
2500.000000	74.758
2540.000000	74.709
2580.000000	74.642
2620.000000	74.558
2650.000000	74.485
2690.000000	74.378
2720.000000	74.289
2760.000000	74.162
2800.000000	74.028
2850.000000	73.854
2900.000000	73.672
2950.000000	73.487
3000.000000	73.302
3040.000000	73.154
3070.000000	73.045
3110.000000	72.901
3150.000000	72.759
3200.000000	72.586
3250.000000	72.419
3300.000000	72.259
3350.000000	72.106
3400.000000	71.962
3450.000000	71.824
3500.000000	71.696
3550.000000	71.575
3600.000000	71.464
3650.000000	71.361
3700.000000	71.266
3750.000000	71.180
3820.000000	71.074
3870.000000	71.009
3950.000000	70.922
4000.000000	70.877
4060.000000	70.833
4120.000000	70.800
4180.000000	70.778
4250.000000	70.767
4310.000000	70.771
4370.000000	70.786
4440.000000	70.817
4500.000000	70.856
4550.000000	70.895
4620.000000	70.960
4680.000000	71.026
4750.000000	71.112
4820.000000	71.204
4870.000000	71.272
4940.000000	71.366
5000.000000	71.438
5080.000000	71.509
5150.000000	71.542
5220.000000	71.541
5300.000000	71.480
5380.000000	71.334
5450.000000	71.118
5520.000000	70.808
5600.000000	70.335
5700.000000	69.576
5800.000000	68.702
5900.000000	67.862
6000.000000	67.276
6080.000000	67.132
6150.000000	67.287
6220.000000	67.686
6300.000000	68.382
6400.000000	69.479
6500.000000	70.646
6600.000000	71.747
6700.000000	72.684
6800.000000	73.379
6900.000000	73.776
7000.000000	73.862
7100.000000	73.669
7200.000000	73.258
7300.000000	72.693
7400.000000	72.033
7500.000000	71.338
7620.000000	70.547
7750.000000	69.911
7880.000000	69.789
8000.000000	70.353
8120.000000	71.508
8250.000000	73.059
8380.000000	74.434
8500.000000	75.289
8620.000000	75.730
8750.000000	75.871
8850.000000	75.851
9000.000000	75.762
9120.000000	75.708
9250.000000	75.702
9380.000000	75.754
9500.000000	75.846
9620.000000	75.967
9750.000000	76.105
9880.000000	76.214
10000.000000	76.264
10150.000000	76.229
10300.000000	76.031
10440.000000	75.680
10600.000000	75.108
10750.000000	74.455
10900.000000	73.743
11060.000000	72.970
11200.000000	72.315
11380.000000	71.531
11500.000000	71.057
11720.000000	70.304
11800.000000	70.068
12060.000000	69.456
12200.000000	69.227
12410.000000	69.014
12500.000000	68.968
12650.000000	68.951
12800.000000	69.022
13150.000000	69.611
13200.000000	69.748
13400.000000	70.409
13600.000000	71.181
13800.000000	71.831
14000.000000	71.985
14300.000000	70.708
14500.000000	68.976
14750.000000	66.407
15000.000000	63.892
15250.000000	61.651
15500.000000	59.715
15750.000000	58.059
16000.000000	56.716
16250.000000	55.777
16500.000000	55.114
16750.000000	54.619
17000.000000	54.267
17250.000000	54.045
17500.000000	53.932
17750.000000	53.898
18000.000000	53.926
18250.000000	54.082
18500.000000	54.368
18750.000000	54.463
19000.000000	54.436
19250.000000	54.524
19500.000000	54.209
19750.000000	53.271
