* Measurement data measured by REW V5.20.13
* Source: C:\Users\marcu\OneDrive\Desktop\audio_db\Unique Melody MEST MKII FA Type E L.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 29, 2023 8:27:36 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\marcu\OneDrive\Desktop\audio_db\Unique Melody MEST MKII FA Type E L.txt Format: Comma/Tab/Space delimited data 54607 values loaded, 2 Hz to 20,000 Hz 
* Measurement: Lnique Melody MEST MKII FA T
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 2.200 Hz
*
* Freq(Hz)	SPL(dB)
2.200000	66.399
2.240000	66.656
2.270000	66.850
2.300000	67.043
2.330000	67.236
2.360000	67.430
2.400000	67.687
2.430000	67.881
2.470000	68.139
2.500000	68.332
2.540000	68.590
2.580000	68.825
2.620000	69.019
2.650000	69.156
2.690000	69.327
2.720000	69.448
2.760000	69.601
2.800000	69.746
2.850000	69.920
2.900000	70.087
2.950000	70.249
3.000000	70.401
3.040000	70.514
3.070000	70.595
3.110000	70.698
3.150000	70.797
3.200000	70.916
3.250000	71.031
3.300000	71.145
3.350000	71.255
3.400000	71.360
3.450000	71.460
3.500000	71.555
3.550000	71.649
3.600000	71.740
3.650000	71.831
3.700000	71.921
3.750000	72.009
3.820000	72.129
3.870000	72.212
3.950000	72.343
4.000000	72.423
4.060000	72.518
4.120000	72.612
4.180000	72.704
4.250000	72.809
4.310000	72.897
4.370000	72.983
4.440000	73.080
4.500000	73.161
4.550000	73.227
4.620000	73.316
4.680000	73.391
4.750000	73.474
4.820000	73.553
4.870000	73.607
4.940000	73.680
5.000000	73.739
5.080000	73.816
5.150000	73.880
5.220000	73.940
5.300000	74.006
5.380000	74.068
5.450000	74.121
5.520000	74.173
5.600000	74.229
5.700000	74.297
5.800000	74.363
5.900000	74.429
6.000000	74.495
6.080000	74.547
6.150000	74.592
6.220000	74.638
6.300000	74.692
6.400000	74.759
6.500000	74.826
6.600000	74.892
6.700000	74.958
6.800000	75.024
6.900000	75.088
7.000000	75.149
7.100000	75.209
7.200000	75.266
7.300000	75.321
7.400000	75.373
7.500000	75.422
7.620000	75.477
7.750000	75.535
7.880000	75.589
8.000000	75.637
8.120000	75.686
8.250000	75.738
8.380000	75.791
8.500000	75.842
8.620000	75.895
8.750000	75.954
8.850000	76.001
9.000000	76.074
9.120000	76.132
9.250000	76.195
9.380000	76.257
9.500000	76.312
9.620000	76.367
9.750000	76.424
9.880000	76.469
10.000000	76.495
10.150000	76.512
10.300000	76.520
10.440000	76.517
10.600000	76.509
10.750000	76.501
10.900000	76.492
11.060000	76.481
11.200000	76.472
11.380000	76.459
11.500000	76.451
11.720000	76.435
11.800000	76.429
12.060000	76.406
