* Measurement data measured by REW V5.20.13
* Source: C:\Users\marcu\OneDrive\Desktop\audio_db\Softears RSV Foam L.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 29, 2023 8:27:35 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\marcu\OneDrive\Desktop\audio_db\Softears RSV Foam L.txt Format: Comma/Tab/Space delimited data 54607 values loaded, 2 Hz to 20,000 Hz 
* Measurement: Softears RSV Foam L
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 2.200 Hz
*
* Freq(Hz)	SPL(dB)
2.200000	55.067
2.240000	55.356
2.270000	55.573
2.300000	55.790
2.330000	56.007
2.360000	56.224
2.400000	56.513
2.430000	56.730
2.470000	57.019
2.500000	57.236
2.540000	57.525
2.580000	57.713
2.620000	57.726
2.650000	57.704
2.690000	57.632
2.720000	57.545
2.760000	57.380
2.800000	57.159
2.850000	56.799
2.900000	56.341
2.950000	55.777
3.000000	55.082
3.040000	54.442
3.070000	53.919
3.110000	53.175
3.150000	52.388
3.200000	51.361
3.250000	50.307
3.300000	49.246
3.350000	47.964
3.400000	46.415
3.450000	44.767
3.500000	43.187
3.550000	41.845
3.600000	40.907
3.650000	40.543
3.700000	40.929
3.750000	42.054
3.820000	44.458
3.870000	46.466
3.950000	49.571
4.000000	51.099
4.060000	52.242
4.120000	52.967
4.180000	53.411
4.250000	53.676
4.310000	53.773
4.370000	53.828
4.440000	53.878
4.500000	53.797
4.550000	53.654
4.620000	53.376
4.680000	53.095
4.750000	52.761
4.820000	52.373
4.870000	52.008
4.940000	51.457
5.000000	51.023
5.080000	50.625
5.150000	50.560
5.220000	50.754
5.300000	51.196
5.380000	51.779
5.450000	52.326
5.520000	52.854
5.600000	53.550
5.700000	54.506
5.800000	55.408
5.900000	56.111
6.000000	56.661
6.080000	57.020
6.150000	57.282
6.220000	57.500
6.300000	57.687
6.400000	57.821
6.500000	57.878
6.600000	57.895
6.700000	57.851
6.800000	57.750
6.900000	57.639
7.000000	57.560
7.100000	57.481
7.200000	57.416
7.300000	57.398
7.400000	57.449
7.500000	57.554
7.620000	57.728
7.750000	57.949
7.880000	58.226
8.000000	58.490
8.120000	58.721
8.250000	58.953
8.380000	59.157
8.500000	59.306
8.620000	59.420
8.750000	59.520
8.850000	59.587
9.000000	59.658
9.120000	59.715
9.250000	59.792
9.380000	59.876
9.500000	59.974
9.620000	60.103
9.750000	60.269
9.880000	60.449
10.000000	60.626
10.150000	60.863
10.300000	61.103
10.440000	61.331
10.600000	61.590
10.750000	61.826
10.900000	62.058
11.060000	62.297
11.200000	62.498
11.380000	62.753
11.500000	62.920
11.720000	63.223
11.800000	63.332
12.060000	63.682
12.200000	63.863
12.410000	64.127
12.500000	64.241
12.650000	64.431
12.800000	64.617
13.150000	65.016
13.200000	65.071
13.400000	65.281
13.600000	65.482
13.800000	65.677
14.000000	65.864
14.300000	66.127
14.500000	66.286
14.750000	66.466
15.000000	66.626
15.250000	66.770
15.500000	66.906
15.750000	67.039
16.000000	67.177
16.250000	67.320
