* Measurement data measured by REW V5.20.13
* Source: C:\Users\marcu\OneDrive\Desktop\audio_db\Unique Melody MEST MKII FA Type E R.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 29, 2023 8:27:36 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\marcu\OneDrive\Desktop\audio_db\Unique Melody MEST MKII FA Type E R.txt Format: Comma/Tab/Space delimited data 54607 values loaded, 2 Hz to 20,000 Hz 
* Measurement: Rnique Melody MEST MKII FA T
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 2.200 Hz
*
* Freq(Hz)	SPL(dB)
2.200000	64.193
2.240000	64.576
2.270000	64.863
2.300000	65.150
2.330000	65.437
2.360000	65.725
2.400000	66.107
2.430000	66.394
2.470000	66.777
2.500000	67.064
2.540000	67.447
2.580000	67.802
2.620000	68.106
2.650000	68.325
2.690000	68.603
2.720000	68.803
2.760000	69.057
2.800000	69.298
2.850000	69.579
2.900000	69.841
2.950000	70.082
3.000000	70.300
3.040000	70.457
3.070000	70.566
3.110000	70.700
3.150000	70.822
3.200000	70.960
3.250000	71.084
3.300000	71.197
3.350000	71.292
3.400000	71.369
3.450000	71.429
3.500000	71.476
3.550000	71.512
3.600000	71.540
3.650000	71.563
3.700000	71.578
3.750000	71.579
3.820000	71.561
3.870000	71.541
3.950000	71.507
4.000000	71.492
4.060000	71.484
4.120000	71.471
4.180000	71.458
4.250000	71.450
4.310000	71.457
4.370000	71.483
4.440000	71.542
4.500000	71.613
4.550000	71.684
4.620000	71.800
4.680000	71.912
4.750000	72.055
4.820000	72.216
4.870000	72.346
4.940000	72.542
5.000000	72.715
5.080000	72.943
5.150000	73.131
5.220000	73.317
5.300000	73.530
5.380000	73.733
5.450000	73.898
5.520000	74.044
5.600000	74.194
5.700000	74.358
5.800000	74.498
5.900000	74.612
6.000000	74.695
6.080000	74.745
6.150000	74.781
6.220000	74.814
6.300000	74.845
6.400000	74.869
6.500000	74.889
6.600000	74.917
6.700000	74.952
6.800000	74.992
6.900000	75.040
7.000000	75.102
7.100000	75.178
7.200000	75.263
7.300000	75.353
7.400000	75.444
7.500000	75.542
7.620000	75.659
7.750000	75.770
7.880000	75.871
8.000000	75.952
8.120000	76.017
8.250000	76.069
8.380000	76.108
8.500000	76.135
8.620000	76.151
8.750000	76.164
8.850000	76.175
9.000000	76.189
9.120000	76.204
9.250000	76.226
9.380000	76.253
9.500000	76.281
9.620000	76.313
9.750000	76.352
9.880000	76.382
10.000000	76.395
10.150000	76.398
10.300000	76.391
10.440000	76.373
10.600000	76.346
10.750000	76.320
10.900000	76.292
11.060000	76.265
11.200000	76.243
11.380000	76.218
11.500000	76.204
11.720000	76.183
11.800000	76.176
12.060000	76.156
12.200000	76.143
12.410000	76.126
12.500000	76.125
12.650000	76.130
12.800000	76.139
13.150000	76.167
13.200000	76.172
13.400000	76.192
13.600000	76.213
13.800000	76.236
14.000000	76.254
14.300000	76.274
14.500000	76.279
14.750000	76.281
15.000000	76.279
15.250000	76.277
15.500000	76.277
15.750000	76.280
16.000000	76.284
16.250000	76.288
16.500000	76.289
16.750000	76.283
17.000000	76.271
17.250000	76.256
17.500000	76.241
17.750000	76.227
18.000000	76.214
18.250000	76.201
18.500000	76.187
18.750000	76.173
19.000000	76.157
19.250000	76.144
19.500000	76.132
19.750000	76.124
20.000000	76.118
20.299999	76.112
20.600000	76.106
20.900000	76.099
21.200001	76.091
21.400000	76.086
21.799999	76.079
22.000000	76.076
22.400000	76.073
22.700001	76.071
23.000000	76.069
23.299999	76.068
23.600000	76.065
24.000000	76.058
24.299999	76.049
24.700001	76.033
25.000000	76.018
25.400000	75.996
25.799999	75.971
26.200001	75.944
26.500000	75.922
26.900000	75.890
27.200001	75.866
27.600000	75.838
28.000000	75.811
28.500000	75.778
29.000000	75.745
29.500000	75.714
30.000000	75.685
30.400000	75.662
30.700001	75.643
31.100000	75.617
31.500000	75.591
32.000000	75.558
32.500000	75.527
33.000000	75.494
33.500000	75.456
34.000000	75.417
34.500000	75.379
35.000000	75.341
35.500000	75.302
36.000000	75.261
36.500000	75.220
37.000000	75.179
37.500000	75.140
38.200001	75.087
38.700001	75.050
39.500000	74.988
40.000000	74.948
40.599998	74.900
41.200001	74.854
41.799999	74.812
42.500000	74.762
43.099998	74.717
43.700001	74.672
44.400002	74.619
45.000000	74.572
45.500000	74.531
46.200001	74.477
46.799999	74.433
47.500000	74.379
48.200001	74.326
48.700001	74.287
49.400002	74.234
50.000000	74.189
50.799999	74.130
51.500000	74.076
52.200001	74.021
