* Measurement data measured by REW V5.20.13
* Source: C:\Users\marcu\OneDrive\Desktop\audio_db\TinHiFi P1 Max Foam R.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 29, 2023 8:27:36 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\marcu\OneDrive\Desktop\audio_db\TinHiFi P1 Max Foam R.txt Format: Comma/Tab/Space delimited data 54607 values loaded, 2 Hz to 20,000 Hz 
* Measurement: TinHiFi P1 Max Foam R
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 2.200 Hz
*
* Freq(Hz)	SPL(dB)
180.000000	69.393
182.500000	69.323
185.000000	69.253
187.500000	69.184
190.000000	69.116
192.500000	69.048
195.000000	68.981
197.500000	68.914
200.000000	68.849
203.000000	68.774
206.000000	68.703
209.000000	68.632
212.000000	68.561
214.000000	68.514
218.000000	68.421
220.000000	68.376
224.000000	68.285
227.000000	68.216
230.000000	68.150
233.000000	68.083
236.000000	68.016
240.000000	67.929
243.000000	67.866
247.000000	67.781
250.000000	67.718
254.000000	67.634
258.000000	67.553
262.000000	67.473
265.000000	67.414
269.000000	67.337
272.000000	67.278
276.000000	67.199
280.000000	67.124
285.000000	67.032
290.000000	66.941
295.000000	66.851
300.000000	66.762
304.000000	66.690
307.000000	66.639
311.000000	66.572
315.000000	66.504
320.000000	66.420
325.000000	66.341
330.000000	66.260
335.000000	66.181
340.000000	66.104
345.000000	66.030
350.000000	65.957
355.000000	65.888
360.000000	65.821
365.000000	65.756
370.000000	65.694
375.000000	65.634
382.000000	65.555
387.000000	65.501
395.000000	65.423
400.000000	65.376
406.000000	65.328
412.000000	65.286
418.000000	65.248
425.000000	65.210
431.000000	65.186
437.000000	65.169
444.000000	65.155
450.000000	65.150
455.000000	65.151
462.000000	65.161
468.000000	65.176
475.000000	65.200
482.000000	65.232
487.000000	65.260
494.000000	65.305
500.000000	65.349
508.000000	65.415
515.000000	65.480
522.000000	65.548
530.000000	65.627
538.000000	65.706
545.000000	65.778
552.000000	65.851
560.000000	65.936
570.000000	66.035
580.000000	66.133
590.000000	66.225
600.000000	66.310
608.000000	66.374
615.000000	66.425
622.000000	66.473
630.000000	66.525
640.000000	66.586
650.000000	66.641
660.000000	66.690
670.000000	66.733
680.000000	66.773
690.000000	66.810
700.000000	66.845
710.000000	66.878
720.000000	66.908
730.000000	66.936
740.000000	66.966
750.000000	66.995
762.000000	67.033
775.000000	67.077
788.000000	67.128
800.000000	67.177
812.000000	67.226
825.000000	67.285
838.000000	67.350
850.000000	67.413
862.000000	67.480
875.000000	67.555
885.000000	67.613
900.000000	67.699
912.000000	67.768
925.000000	67.842
938.000000	67.917
950.000000	67.987
962.000000	68.059
975.000000	68.137
988.000000	68.218
1000.000000	68.297
1015.000000	68.406
1030.000000	68.521
1044.000000	68.629
1060.000000	68.756
1075.000000	68.873
1090.000000	68.991
1106.000000	69.117
1120.000000	69.227
1138.000000	69.365
1150.000000	69.458
1172.000000	69.625
1180.000000	69.684
1206.000000	69.875
1220.000000	69.977
1241.000000	70.120
1250.000000	70.176
1265.000000	70.258
1280.000000	70.330
1315.000000	70.481
1320.000000	70.499
1340.000000	70.569
1360.000000	70.625
1380.000000	70.665
1400.000000	70.689
1430.000000	70.703
1450.000000	70.707
1475.000000	70.718
1500.000000	70.745
1525.000000	70.790
1550.000000	70.854
1575.000000	70.931
1600.000000	71.025
1625.000000	71.144
1650.000000	71.271
1675.000000	71.399
1700.000000	71.523
1725.000000	71.644
1750.000000	71.760
1775.000000	71.871
1800.000000	71.977
1825.000000	72.080
1850.000000	72.176
1875.000000	72.267
1900.000000	72.353
1925.000000	72.434
1950.000000	72.512
1975.000000	72.588
2000.000000	72.663
2030.000000	72.754
2060.000000	72.854
2090.000000	72.962
2120.000000	73.070
2140.000000	73.138
2180.000000	73.248
2200.000000	73.289
2240.000000	73.341
2270.000000	73.358
2300.000000	73.360
2330.000000	73.346
2360.000000	73.314
2400.000000	73.235
2430.000000	73.143
2470.000000	72.968
2500.000000	72.794
2540.000000	72.501
2580.000000	72.129
2620.000000	71.668
2650.000000	71.289
2690.000000	70.813
2720.000000	70.541
2760.000000	70.343
2800.000000	70.337
2850.000000	70.514
2900.000000	70.745
2950.000000	70.918
3000.000000	71.012
3040.000000	71.039
3070.000000	71.042
3110.000000	71.032
3150.000000	71.015
3200.000000	70.994
3250.000000	70.975
3300.000000	70.963
3350.000000	70.959
3400.000000	70.967
3450.000000	70.993
3500.000000	71.032
3550.000000	71.067
3600.000000	71.076
3650.000000	71.049
3700.000000	70.987
3750.000000	70.899
3820.000000	70.744
3870.000000	70.639
3950.000000	70.545
4000.000000	70.529
4060.000000	70.532
4120.000000	70.553
4180.000000	70.592
4250.000000	70.662
4310.000000	70.730
4370.000000	70.783
4440.000000	70.811
4500.000000	70.795
4550.000000	70.738
4620.000000	70.568
4680.000000	70.313
4750.000000	69.882
4820.000000	69.442
4870.000000	69.278
4940.000000	69.338
5000.000000	69.532
5080.000000	69.764
5150.000000	69.883
5220.000000	69.937
5300.000000	69.954
5380.000000	69.990
5450.000000	70.078
5520.000000	70.176
5600.000000	70.225
5700.000000	70.173
5800.000000	70.024
5900.000000	69.837
6000.000000	69.688
6080.000000	69.568
6150.000000	69.452
6220.000000	69.358
6300.000000	69.300
6400.000000	69.288
6500.000000	69.287
6600.000000	69.269
6700.000000	69.212
6800.000000	69.113
6900.000000	68.994
7000.000000	68.888
7100.000000	68.828
7200.000000	68.819
7300.000000	68.859
7400.000000	69.009
7500.000000	69.341
7620.000000	69.895
7750.000000	70.519
7880.000000	71.120
8000.000000	71.663
8120.000000	72.179
8250.000000	72.658
8380.000000	73.011
8500.000000	73.440
8620.000000	74.356
8750.000000	75.456
8850.000000	75.647
9000.000000	74.743
9120.000000	73.543
9250.000000	72.187
9380.000000	70.929
9500.000000	69.928
9620.000000	69.108
9750.000000	68.403
9880.000000	67.856
10000.000000	67.460
10150.000000	67.059
10300.000000	66.755
10440.000000	66.664
10600.000000	66.861
10750.000000	67.266
10900.000000	67.745
11060.000000	68.186
11200.000000	68.427
11380.000000	68.465
11500.000000	68.361
11720.000000	68.224
11800.000000	68.237
12060.000000	68.357
12200.000000	68.358
12410.000000	68.192
12500.000000	68.064
12650.000000	67.826
12800.000000	67.620
13150.000000	66.956
13200.000000	66.792
13400.000000	65.916
13600.000000	64.716
13800.000000	63.413
14000.000000	62.414
14300.000000	61.645
14500.000000	61.257
14750.000000	60.750
15000.000000	60.281
15250.000000	59.800
15500.000000	59.181
15750.000000	58.328
16000.000000	57.226
16250.000000	56.055
16500.000000	55.339
16750.000000	55.551
17000.000000	56.250
17250.000000	56.938
17500.000000	57.537
17750.000000	58.169
18000.000000	58.865
18250.000000	59.535
18500.000000	60.109
18750.000000	60.630
19000.000000	61.144
19250.000000	61.460
19500.000000	61.296
19750.000000	60.603
