* Measurement data measured by REW V5.20.13
* Source: C:\Users\marcu\OneDrive\Desktop\audio_db\Elysian Diva - 250m - Red Foam L.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 29, 2023 8:27:35 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\marcu\OneDrive\Desktop\audio_db\Elysian Diva - 250m - Red Foam L.txt Format: Comma/Tab/Space delimited data 54607 values loaded, 2 Hz to 20,000 Hz 
* Measurement: Llysian Diva - 250m - Red Foa
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 2.200 Hz
*
* Freq(Hz)	SPL(dB)
2.200000	59.921
2.240000	60.078
2.270000	60.196
2.300000	60.314
2.330000	60.432
2.360000	60.549
2.400000	60.707
2.430000	60.825
2.470000	60.982
2.500000	61.100
2.540000	61.257
2.580000	61.366
2.620000	61.380
2.650000	61.370
2.690000	61.331
2.720000	61.286
2.760000	61.211
2.800000	61.121
2.850000	60.997
2.900000	60.870
2.950000	60.745
3.000000	60.588
3.040000	60.441
3.070000	60.324
3.110000	60.166
3.150000	60.011
3.200000	59.833
3.250000	59.689
3.300000	59.592
3.350000	59.534
3.400000	59.501
3.450000	59.492
3.500000	59.508
3.550000	59.549
3.600000	59.615
3.650000	59.705
3.700000	59.828
3.750000	59.996
3.820000	60.283
3.870000	60.509
3.950000	60.872
4.000000	61.081
4.060000	61.300
4.120000	61.516
4.180000	61.727
4.250000	61.957
4.310000	62.134
4.370000	62.283
4.440000	62.416
4.500000	62.503
4.550000	62.558
4.620000	62.609
4.680000	62.631
4.750000	62.634
4.820000	62.608
4.870000	62.567
4.940000	62.488
5.000000	62.404
5.080000	62.281
5.150000	62.171
5.220000	62.041
5.300000	61.874
5.380000	61.706
5.450000	61.573
5.520000	61.465
5.600000	61.354
5.700000	61.236
5.800000	61.157
5.900000	61.133
6.000000	61.167
6.080000	61.225
6.150000	61.288
6.220000	61.355
6.300000	61.442
6.400000	61.576
6.500000	61.715
6.600000	61.835
6.700000	61.937
6.800000	62.028
6.900000	62.102
7.000000	62.153
7.100000	62.178
7.200000	62.186
7.300000	62.184
7.400000	62.173
7.500000	62.147
7.620000	62.114
7.750000	62.098
7.880000	62.092
8.000000	62.105
8.120000	62.148
8.250000	62.228
8.380000	62.331
8.500000	62.444
8.620000	62.579
8.750000	62.732
8.850000	62.844
9.000000	63.015
9.120000	63.144
9.250000	63.267
9.380000	63.376
9.500000	63.467
9.620000	63.549
9.750000	63.626
9.880000	63.692
10.000000	63.740
10.150000	63.784
10.300000	63.828
10.440000	63.867
10.600000	63.912
10.750000	63.958
10.900000	64.004
11.060000	64.048
11.200000	64.083
11.380000	64.119
11.500000	64.136
11.720000	64.159
11.800000	64.165
12.060000	64.175
12.200000	64.177
12.410000	64.179
12.500000	64.185
12.650000	64.201
12.800000	64.218
13.150000	64.240
13.200000	64.241
13.400000	64.240
13.600000	64.233
13.800000	64.222
14.000000	64.213
14.300000	64.207
14.500000	64.210
14.750000	64.219
15.000000	64.230
15.250000	64.239
15.500000	64.246
15.750000	64.253
16.000000	64.267
16.250000	64.297
16.500000	64.341
16.750000	64.396
17.000000	64.457
17.250000	64.522
17.500000	64.585
17.750000	64.647
18.000000	64.709
18.250000	64.771
18.500000	64.835
18.750000	64.900
19.000000	64.966
19.250000	65.029
19.500000	65.088
19.750000	65.142
20.000000	65.191
20.299999	65.245
20.600000	65.294
20.900000	65.338
21.200001	65.377
21.400000	65.400
21.799999	65.438
22.000000	65.454
22.400000	65.483
22.700001	65.502
23.000000	65.520
23.299999	65.536
23.600000	65.551
24.000000	65.573
24.299999	65.594
24.700001	65.629
25.000000	65.659
25.400000	65.705
25.799999	65.755
26.200001	65.808
26.500000	65.850
26.900000	65.909
27.200001	65.952
27.600000	66.007
28.000000	66.059
28.500000	66.120
29.000000	66.178
29.500000	66.228
30.000000	66.270
30.400000	66.299
30.700001	66.319
31.100000	66.344
31.500000	66.366
32.000000	66.391
32.500000	66.415
33.000000	66.442
33.500000	66.471
34.000000	66.502
34.500000	66.536
35.000000	66.572
35.500000	66.608
36.000000	66.645
36.500000	66.681
37.000000	66.717
37.500000	66.752
38.200001	66.792
38.700001	66.817
39.500000	66.854
40.000000	66.876
40.599998	66.902
41.200001	66.928
41.799999	66.952
42.500000	66.981
43.099998	67.008
43.700001	67.035
44.400002	67.065
45.000000	67.089
45.500000	67.107
46.200001	67.132
46.799999	67.153
47.500000	67.178
48.200001	67.199
48.700001	67.214
49.400002	67.234
50.000000	67.251
50.799999	67.274
51.500000	67.294
52.200001	67.314
53.000000	67.332
53.799999	67.347
54.500000	67.360
55.200001	67.374
56.000000	67.389
57.000000	67.405
58.000000	67.420
59.000000	67.438
60.000000	67.457
60.799999	67.469
61.500000	67.476
62.200001	67.482
63.000000	67.486
64.000000	67.490
65.000000	67.495
66.000000	67.499
67.000000	67.502
68.000000	67.506
69.000000	67.510
70.000000	67.513
71.000000	67.513
72.000000	67.511
73.000000	67.505
74.000000	67.500
75.000000	67.498
76.199997	67.497
77.500000	67.492
78.800003	67.485
80.000000	67.476
81.199997	67.469
82.500000	67.463
83.800003	67.453
85.000000	67.446
86.199997	67.435
87.500000	67.423
88.500000	67.414
90.000000	67.402
91.199997	67.395
92.500000	67.382
93.800003	67.367
95.000000	67.353
96.199997	67.340
97.500000	67.324
98.800003	67.310
100.000000	67.297
101.500000	67.281
103.000000	67.265
104.400002	67.249
106.000000	67.227
107.500000	67.208
109.000000	67.189
110.599998	67.166
112.000000	67.147
113.800003	67.123
115.000000	67.108
117.199997	67.077
118.000000	67.065
120.599998	67.027
122.000000	67.005
124.099998	66.975
125.000000	66.963
126.500000	66.945
128.000000	66.929
131.500000	66.892
132.000000	66.887
134.000000	66.866
136.000000	66.845
138.000000	66.822
140.000000	66.801
143.000000	66.770
145.000000	66.750
147.500000	66.725
150.000000	66.699
152.500000	66.672
155.000000	66.648
157.500000	66.625
160.000000	66.598
162.500000	66.565
165.000000	66.530
167.500000	66.494
170.000000	66.460
172.500000	66.426
175.000000	66.395
177.500000	66.362
180.000000	66.328
182.500000	66.296
185.000000	66.266
187.500000	66.236
190.000000	66.206
192.500000	66.176
195.000000	66.148
