* Measurement data measured by REW V5.20.13
* Source: C:\Users\marcu\OneDrive\Desktop\audio_db\TinHiFI P1 Max Foam L.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 29, 2023 8:27:36 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\marcu\OneDrive\Desktop\audio_db\TinHiFI P1 Max Foam L.txt Format: Comma/Tab/Space delimited data 54607 values loaded, 2 Hz to 20,000 Hz 
* Measurement: TinHiFI P1 Max Foam L
* Smoothing: None
* Frequency Step: 1/48 octave
* Start Frequency: 2.200 Hz
*
* Freq(Hz)	SPL(dB)
2.200000	52.275
2.240000	52.454
2.270000	52.588
2.300000	52.723
2.330000	52.857
2.360000	52.991
2.400000	53.170
2.430000	53.304
2.470000	53.483
2.500000	53.617
2.540000	53.796
2.580000	53.895
2.620000	53.806
2.650000	53.683
2.690000	53.468
2.720000	53.283
2.760000	53.026
2.800000	52.785
2.850000	52.548
2.900000	52.433
2.950000	52.486
3.000000	52.663
3.040000	52.872
3.070000	53.062
3.110000	53.355
3.150000	53.684
3.200000	54.133
3.250000	54.611
3.300000	55.101
3.350000	55.645
3.400000	56.264
3.450000	56.929
3.500000	57.613
3.550000	58.287
3.600000	58.923
3.650000	59.495
3.700000	59.993
3.750000	60.454
3.820000	61.043
3.870000	61.427
3.950000	61.986
4.000000	62.304
4.060000	62.654
4.120000	62.959
4.180000	63.223
4.250000	63.489
4.310000	63.689
4.370000	63.872
4.440000	64.064
4.500000	64.195
4.550000	64.286
4.620000	64.393
4.680000	64.475
4.750000	64.567
4.820000	64.656
4.870000	64.707
4.940000	64.771
5.000000	64.823
5.080000	64.901
5.150000	64.987
5.220000	65.082
5.300000	65.198
5.380000	65.325
5.450000	65.445
5.520000	65.577
5.600000	65.746
5.700000	65.974
5.800000	66.209
5.900000	66.436
6.000000	66.666
6.080000	66.849
6.150000	67.003
6.220000	67.147
6.300000	67.299
6.400000	67.475
6.500000	67.635
6.600000	67.778
6.700000	67.900
6.800000	68.005
6.900000	68.099
7.000000	68.187
7.100000	68.264
7.200000	68.334
7.300000	68.405
7.400000	68.483
7.500000	68.560
7.620000	68.659
7.750000	68.781
7.880000	68.918
8.000000	69.053
8.120000	69.194
8.250000	69.356
8.380000	69.522
8.500000	69.671
8.620000	69.819
8.750000	69.975
8.850000	70.088
9.000000	70.250
9.120000	70.373
9.250000	70.500
9.380000	70.619
9.500000	70.727
9.620000	70.834
9.750000	70.948
9.880000	71.055
10.000000	71.143
10.150000	71.243
10.300000	71.339
10.440000	71.425
10.600000	71.519
10.750000	71.606
10.900000	71.691
11.060000	71.775
11.200000	71.844
11.380000	71.927
11.500000	71.978
11.720000	72.064
11.800000	72.094
12.060000	72.183
12.200000	72.226
12.410000	72.289
12.500000	72.319
12.650000	72.374
12.800000	72.429
13.150000	72.545
13.200000	72.560
13.400000	72.616
13.600000	72.669
13.800000	72.718
14.000000	72.764
14.300000	72.831
14.500000	72.873
14.750000	72.921
15.000000	72.965
15.250000	73.002
15.500000	73.036
15.750000	73.068
16.000000	73.105
16.250000	73.148
16.500000	73.197
16.750000	73.249
17.000000	73.301
17.250000	73.350
17.500000	73.398
17.750000	73.443
18.000000	73.487
18.250000	73.531
18.500000	73.578
18.750000	73.626
19.000000	73.676
19.250000	73.726
19.500000	73.774
19.750000	73.819
20.000000	73.859
20.299999	73.902
20.600000	73.938
20.900000	73.970
21.200001	74.000
21.400000	74.020
21.799999	74.063
22.000000	74.085
22.400000	74.127
22.700001	74.152
23.000000	74.166
23.299999	74.171
23.600000	74.169
24.000000	74.166
24.299999	74.171
24.700001	74.192
25.000000	74.217
25.400000	74.255
25.799999	74.286
26.200001	74.303
26.500000	74.306
26.900000	74.307
27.200001	74.311
27.600000	74.328
28.000000	74.357
