* Measurement data measured by REW V5.20.14
* Source: EQ Objectively Neutral IE Tar Filtered
* Format: 
* Dated: Aug 25, 2024 10:19:36 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: -23.0 dB
* Note: Measurement imported from /Users/sharuraudio/Downloads/Objectively Neutral IE Target.txt Format: Comma/Tab/Space delimited data 177 values loaded, 20 Hz to 20,000 Hz  PK       Fc    2000 Hz  Gain  -2.50 dB  Q  2.000 PK       Fc    2700 Hz  Gain  -3.00 dB  Q  2.000 HS Q     Fc    4000 Hz  Gain   1.80 dB Q  0.700 PK       Fc   750.0 Hz  Gain  -0.80 dB  Q  2.000 PK       Fc    3170 Hz  Gain  -0.30 dB  Q  2.000
* Measurement: EQ Objectively Neutral IE Tar
* Smoothing: None
* Frequency Step: 0.25 Hz
* Start Frequency: 20.0 Hz
*
* Freq(Hz) SPL(dB)
5230.702816 66.814
5230.952816 66.814
5231.202816 66.813
5231.452816 66.813
5231.702816 66.813
5231.952816 66.813
5232.202816 66.813
5232.452816 66.813
5232.702816 66.813
5232.952816 66.812
5233.202816 66.812
5233.452816 66.812
5233.702816 66.812
5233.952816 66.812
5234.202816 66.812
5234.452816 66.811
5234.702816 66.811
5234.952816 66.811
5235.202816 66.811
5235.452816 66.811
5235.702816 66.811
5235.952816 66.811
5236.202816 66.810
5236.452816 66.810
5236.702816 66.810
5236.952816 66.810
5237.202816 66.810
5237.452816 66.810
5237.702816 66.809
5237.952816 66.809
5238.202816 66.809
5238.452816 66.809
5238.702816 66.809
5238.952816 66.809
5239.202816 66.809
5239.452816 66.808
5239.702816 66.808
5239.952816 66.808
5240.202816 66.808
5240.452816 66.808
5240.702816 66.808
5240.952816 66.808
5241.202816 66.807
5241.452816 66.807
5241.702816 66.807
5241.952816 66.807
5242.202816 66.807
5242.452816 66.807
5242.702816 66.806
5242.952816 66.806
5243.202816 66.806
5243.452816 66.806
5243.702816 66.806
5243.952816 66.806
5244.202816 66.806
5244.452816 66.805
5244.702816 66.805
5244.952816 66.805
5245.202816 66.805
5245.452816 66.805
5245.702816 66.805
5245.952816 66.804
5246.202816 66.804
5246.452816 66.804
5246.702816 66.804
5246.952816 66.804
5247.202816 66.804
5247.452816 66.804
5247.702816 66.803
5247.952816 66.803
5248.202816 66.803
5248.452816 66.803
5248.702816 66.803
5248.952816 66.803
5249.202816 66.802
5249.452816 66.802
5249.702816 66.802
5249.952816 66.802
5250.202816 66.802
5250.452816 66.802
5250.702816 66.801
5250.952816 66.801
5251.202816 66.801
5251.452816 66.801
5251.702816 66.801
5251.952816 66.801
5252.202816 66.800
5252.452816 66.800
5252.702816 66.800
5252.952816 66.800
5253.202816 66.800
5253.452816 66.799
5253.702816 66.799
5253.952816 66.799
5254.202816 66.799
5254.452816 66.799
5254.702816 66.799
5254.952816 66.798
5255.202816 66.798
5255.452816 66.798
5255.702816 66.798
5255.952816 66.798
5256.202816 66.798
5256.452816 66.797
5256.702816 66.797
5256.952816 66.797
5257.202816 66.797
5257.452816 66.797
5257.702816 66.796
5257.952816 66.796
5258.202816 66.796
5258.452816 66.796
5258.702816 66.796
5258.952816 66.796
5259.202816 66.795
5259.452816 66.795
5259.702816 66.795
5259.952816 66.795
5260.202816 66.795
5260.452816 66.795
5260.702816 66.794
5260.952816 66.794
5261.202816 66.794
5261.452816 66.794
5261.702816 66.794
5261.952816 66.793
5262.202816 66.793
5262.452816 66.793
5262.702816 66.793
5262.952816 66.793
5263.202816 66.793
5263.452816 66.792
5263.702816 66.792
5263.952816 66.792
5264.202816 66.792
5264.452816 66.792
5264.702816 66.792
5264.952816 66.791
5265.202816 66.791
5265.452816 66.791
5265.702816 66.791
5265.952816 66.791
5266.202816 66.790
5266.452816 66.790
5266.702816 66.790
5266.952816 66.790
5267.202816 66.790
5267.452816 66.790
5267.702816 66.789
5267.952816 66.789
5268.202816 66.789
5268.452816 66.789
5268.702816 66.789
5268.952816 66.789
5269.202816 66.788
5269.452816 66.788
5269.702816 66.788
5269.952816 66.788
5270.202816 66.788
5270.452816 66.787
5270.702816 66.787
5270.952816 66.787
5271.202816 66.787
5271.452816 66.787
5271.702816 66.787
5271.952816 66.786
5272.202816 66.786
5272.452816 66.786
5272.702816 66.786
5272.952816 66.786
5273.202816 66.786
5273.452816 66.785
5273.702816 66.785
5273.952816 66.785
5274.202816 66.785
5274.452816 66.785
5274.702816 66.784
5274.952816 66.784
5275.202816 66.784
5275.452816 66.784
5275.702816 66.784
5275.952816 66.784
5276.202816 66.783
5276.452816 66.783
5276.702816 66.783
5276.952816 66.783
5277.202816 66.783
5277.452816 66.783
5277.702816 66.782
5277.952816 66.782
5278.202816 66.782
5278.452816 66.782
5278.702816 66.782
5278.952816 66.782
5279.202816 66.781
5279.452816 66.781
5279.702816 66.781
5279.952816 66.781
5280.202816 66.781
5280.452816 66.780
5280.702816 66.780
5280.952816 66.780
5281.202816 66.780
5281.452816 66.780
5281.702816 66.780
5281.952816 66.779
5282.202816 66.779
5282.452816 66.779
5282.702816 66.779
5282.952816 66.779
5283.202816 66.779
5283.452816 66.778
5283.702816 66.778
5283.952816 66.778
5284.202816 66.778
5284.452816 66.778
5284.702816 66.777
5284.952816 66.777
5285.202816 66.777
5285.452816 66.777
5285.702816 66.777
5285.952816 66.777
5286.202816 66.776
5286.452816 66.776
5286.702816 66.776
5286.952816 66.776
5287.202816 66.776
5287.452816 66.776
5287.702816 66.775
5287.952816 66.775
5288.202816 66.775
5288.452816 66.775
5288.702816 66.775
5288.952816 66.774
5289.202816 66.774
5289.452816 66.774
5289.702816 66.774
5289.952816 66.774
5290.202816 66.774
5290.452816 66.773
5290.702816 66.773
5290.952816 66.773
5291.202816 66.773
5291.452816 66.773
5291.702816 66.773
5291.952816 66.772
5292.202816 66.772
5292.452816 66.772
5292.702816 66.772
5292.952816 66.772
5293.202816 66.771
5293.452816 66.771
5293.702816 66.771
5293.952816 66.771
5294.202816 66.771
5294.452816 66.771
5294.702816 66.770
5294.952816 66.770
5295.202816 66.770
5295.452816 66.770
5295.702816 66.770
5295.952816 66.770
5296.202816 66.769
5296.452816 66.769
5296.702816 66.769
5296.952816 66.769
5297.202816 66.769
5297.452816 66.768
5297.702816 66.768
5297.952816 66.768
5298.202816 66.768
5298.452816 66.768
5298.702816 66.768
5298.952816 66.767
5299.202816 66.767
5299.452816 66.767
5299.702816 66.767
5299.952816 66.767
5300.202816 66.767
5300.452816 66.766
5300.702816 66.766
5300.952816 66.766
5301.202816 66.766
5301.452816 66.766
5301.702816 66.765
5301.952816 66.765
5302.202816 66.765
5302.452816 66.765
5302.702816 66.765
5302.952816 66.765
5303.202816 66.764
5303.452816 66.764
5303.702816 66.764
5303.952816 66.764
5304.202816 66.764
5304.452816 66.764
5304.702816 66.763
5304.952816 66.763
5305.202816 66.763
5305.452816 66.763
5305.702816 66.763
5305.952816 66.762
5306.202816 66.762
5306.452816 66.762
5306.702816 66.762
5306.952816 66.762
5307.202816 66.762
5307.452816 66.761
5307.702816 66.761
5307.952816 66.761
5308.202816 66.761
5308.452816 66.761
5308.702816 66.761
5308.952816 66.760
5309.202816 66.760
5309.452816 66.760
5309.702816 66.760
5309.952816 66.760
5310.202816 66.759
5310.452816 66.759
5310.702816 66.759
5310.952816 66.759
5311.202816 66.759
5311.452816 66.759
5311.702816 66.758
5311.952816 66.758
5312.202816 66.758
5312.452816 66.758
5312.702816 66.758
5312.952816 66.758
5313.202816 66.757
5313.452816 66.757
5313.702816 66.757
5313.952816 66.757
5314.202816 66.757
5314.452816 66.756
5314.702816 66.756
5314.952816 66.756
5315.202816 66.756
5315.452816 66.756
5315.702816 66.756
5315.952816 66.755
5316.202816 66.755
5316.452816 66.755
5316.702816 66.755
5316.952816 66.755
5317.202816 66.755
5317.452816 66.754
5317.702816 66.754
5317.952816 66.754
5318.202816 66.754
5318.452816 66.754
5318.702816 66.753
5318.952816 66.753
5319.202816 66.753
5319.452816 66.753
5319.702816 66.753
5319.952816 66.753
5320.202816 66.752
5320.452816 66.752
5320.702816 66.752
5320.952816 66.752
5321.202816 66.752
5321.452816 66.752
5321.702816 66.751
5321.952816 66.751
5322.202816 66.751
5322.452816 66.751
5322.702816 66.751
5322.952816 66.750
5323.202816 66.750
5323.452816 66.750
5323.702816 66.750
5323.952816 66.750
5324.202816 66.750
5324.452816 66.749
5324.702816 66.749
5324.952816 66.749
5325.202816 66.749
5325.452816 66.749
5325.702816 66.749
5325.952816 66.748
5326.202816 66.748
5326.452816 66.748
5326.702816 66.748
5326.952816 66.748
5327.202816 66.747
5327.452816 66.747
5327.702816 66.747
5327.952816 66.747
5328.202816 66.747
5328.452816 66.747
5328.702816 66.746
5328.952816 66.746
5329.202816 66.746
5329.452816 66.746
5329.702816 66.746
5329.952816 66.746
5330.202816 66.745
5330.452816 66.745
5330.702816 66.745
5330.952816 66.745
5331.202816 66.745
5331.452816 66.744
5331.702816 66.744
5331.952816 66.744
5332.202816 66.744
5332.452816 66.744
5332.702816 66.744
5332.952816 66.743
5333.202816 66.743
5333.452816 66.743
5333.702816 66.743
5333.952816 66.743
5334.202816 66.743
5334.452816 66.742
5334.702816 66.742
5334.952816 66.742
5335.202816 66.742
5335.452816 66.742
5335.702816 66.741
5335.952816 66.741
5336.202816 66.741
5336.452816 66.741
5336.702816 66.741
5336.952816 66.741
5337.202816 66.740
5337.452816 66.740
5337.702816 66.740
5337.952816 66.740
5338.202816 66.740
5338.452816 66.740
5338.702816 66.739
5338.952816 66.739
5339.202816 66.739
5339.452816 66.739
5339.702816 66.739
5339.952816 66.738
5340.202816 66.738
5340.452816 66.738
5340.702816 66.738
5340.952816 66.738
5341.202816 66.738
5341.452816 66.737
5341.702816 66.737
5341.952816 66.737
5342.202816 66.737
5342.452816 66.737
5342.702816 66.737
5342.952816 66.736
5343.202816 66.736
5343.452816 66.736
5343.702816 66.736
5343.952816 66.736
5344.202816 66.735
5344.452816 66.735
5344.702816 66.735
5344.952816 66.735
5345.202816 66.735
5345.452816 66.735
5345.702816 66.734
5345.952816 66.734
5346.202816 66.734
5346.452816 66.734
5346.702816 66.734
5346.952816 66.734
5347.202816 66.733
5347.452816 66.733
5347.702816 66.733
5347.952816 66.733
5348.202816 66.733
5348.452816 66.732
5348.702816 66.732
5348.952816 66.732
5349.202816 66.732
5349.452816 66.732
5349.702816 66.732
5349.952816 66.731
5350.202816 66.731
5350.452816 66.731
5350.702816 66.731
5350.952816 66.731
5351.202816 66.731
5351.452816 66.730
5351.702816 66.730
5351.952816 66.730
5352.202816 66.730
5352.452816 66.730
5352.702816 66.729
5352.952816 66.729
5353.202816 66.729
5353.452816 66.729
5353.702816 66.729
5353.952816 66.729
5354.202816 66.728
5354.452816 66.728
5354.702816 66.728
5354.952816 66.728
5355.202816 66.728
5355.452816 66.728
5355.702816 66.727
5355.952816 66.727
5356.202816 66.727
5356.452816 66.727
5356.702816 66.727
5356.952816 66.726
5357.202816 66.726
5357.452816 66.726
5357.702816 66.726
5357.952816 66.726
5358.202816 66.726
5358.452816 66.725
5358.702816 66.725
5358.952816 66.725
5359.202816 66.725
5359.452816 66.725
5359.702816 66.725
5359.952816 66.724
5360.202816 66.724
5360.452816 66.724
5360.702816 66.724
5360.952816 66.724
5361.202816 66.723
5361.452816 66.723
5361.702816 66.723
5361.952816 66.723
5362.202816 66.723
5362.452816 66.723
5362.702816 66.722
5362.952816 66.722
5363.202816 66.722
5363.452816 66.722
5363.702816 66.722
5363.952816 66.722
5364.202816 66.721
5364.452816 66.721
5364.702816 66.721
5364.952816 66.721
5365.202816 66.721
5365.452816 66.720
5365.702816 66.720
5365.952816 66.720
5366.202816 66.720
5366.452816 66.720
5366.702816 66.720
5366.952816 66.719
5367.202816 66.719
5367.452816 66.719
5367.702816 66.719
5367.952816 66.719
5368.202816 66.719
5368.452816 66.718
5368.702816 66.718
5368.952816 66.718
5369.202816 66.718
5369.452816 66.718
5369.702816 66.717
5369.952816 66.717
5370.202816 66.717
5370.452816 66.717
5370.702816 66.717
5370.952816 66.717
5371.202816 66.716
5371.452816 66.716
5371.702816 66.716
5371.952816 66.716
5372.202816 66.716
5372.452816 66.716
5372.702816 66.715
5372.952816 66.715
5373.202816 66.715
5373.452816 66.715
5373.702816 66.715
5373.952816 66.715
5374.202816 66.714
5374.452816 66.714
5374.702816 66.714
5374.952816 66.714
5375.202816 66.714
5375.452816 66.713
5375.702816 66.713
5375.952816 66.713
5376.202816 66.713
5376.452816 66.713
5376.702816 66.713
5376.952816 66.712
5377.202816 66.712
5377.452816 66.712
5377.702816 66.712
5377.952816 66.712
5378.202816 66.712
5378.452816 66.711
5378.702816 66.711
5378.952816 66.711
5379.202816 66.711
5379.452816 66.711
5379.702816 66.710
5379.952816 66.710
5380.202816 66.710
5380.452816 66.710
5380.702816 66.710
5380.952816 66.710
5381.202816 66.709
5381.452816 66.709
5381.702816 66.709
5381.952816 66.709
5382.202816 66.709
5382.452816 66.709
5382.702816 66.708
5382.952816 66.708
5383.202816 66.708
5383.452816 66.708
5383.702816 66.708
5383.952816 66.707
5384.202816 66.707
5384.452816 66.707
5384.702816 66.707
5384.952816 66.707
5385.202816 66.707
5385.452816 66.706
5385.702816 66.706
5385.952816 66.706
5386.202816 66.706
5386.452816 66.706
5386.702816 66.706
5386.952816 66.705
5387.202816 66.705
5387.452816 66.705
5387.702816 66.705
5387.952816 66.705
5388.202816 66.704
5388.452816 66.704
5388.702816 66.704
5388.952816 66.704
5389.202816 66.704
5389.452816 66.704
5389.702816 66.703
5389.952816 66.703
5390.202816 66.703
5390.452816 66.703
5390.702816 66.703
5390.952816 66.703
5391.202816 66.702
5391.452816 66.702
5391.702816 66.702
5391.952816 66.702
5392.202816 66.702
5392.452816 66.701
5392.702816 66.701
5392.952816 66.701
5393.202816 66.701
5393.452816 66.701
5393.702816 66.701
5393.952816 66.700
5394.202816 66.700
5394.452816 66.700
5394.702816 66.700
5394.952816 66.700
5395.202816 66.700
5395.452816 66.699
5395.702816 66.699
5395.952816 66.699
5396.202816 66.699
5396.452816 66.699
5396.702816 66.698
5396.952816 66.698
5397.202816 66.698
5397.452816 66.698
5397.702816 66.698
5397.952816 66.698
5398.202816 66.697
5398.452816 66.697
5398.702816 66.697
5398.952816 66.697
5399.202816 66.697
5399.452816 66.697
5399.702816 66.696
5399.952816 66.696
5400.202816 66.696
5400.452816 66.696
5400.702816 66.696
5400.952816 66.695
5401.202816 66.695
5401.452816 66.695
5401.702816 66.695
5401.952816 66.695
5402.202816 66.695
5402.452816 66.694
5402.702816 66.694
5402.952816 66.694
5403.202816 66.694
5403.452816 66.694
5403.702816 66.694
5403.952816 66.693
5404.202816 66.693
5404.452816 66.693
5404.702816 66.693
5404.952816 66.693
5405.202816 66.692
5405.452816 66.692
5405.702816 66.692
5405.952816 66.692
5406.202816 66.692
5406.452816 66.692
5406.702816 66.691
5406.952816 66.691
5407.202816 66.691
5407.452816 66.691
5407.702816 66.691
5407.952816 66.691
5408.202816 66.690
5408.452816 66.690
5408.702816 66.690
5408.952816 66.690
5409.202816 66.690
5409.452816 66.689
5409.702816 66.689
5409.952816 66.689
5410.202816 66.689
5410.452816 66.689
5410.702816 66.689
5410.952816 66.688
5411.202816 66.688
5411.452816 66.688
5411.702816 66.688
5411.952816 66.688
5412.202816 66.688
5412.452816 66.687
5412.702816 66.687
5412.952816 66.687
5413.202816 66.687
5413.452816 66.687
5413.702816 66.687
5413.952816 66.686
5414.202816 66.686
5414.452816 66.686
5414.702816 66.686
5414.952816 66.686
5415.202816 66.685
5415.452816 66.685
5415.702816 66.685
5415.952816 66.685
5416.202816 66.685
5416.452816 66.685
5416.702816 66.684
5416.952816 66.684
5417.202816 66.684
5417.452816 66.684
5417.702816 66.684
5417.952816 66.684
5418.202816 66.683
5418.452816 66.683
5418.702816 66.683
5418.952816 66.683
5419.202816 66.683
5419.452816 66.682
5419.702816 66.682
5419.952816 66.682
5420.202816 66.682
5420.452816 66.682
5420.702816 66.682
5420.952816 66.681
5421.202816 66.681
5421.452816 66.681
5421.702816 66.681
5421.952816 66.681
5422.202816 66.681
5422.452816 66.680
5422.702816 66.680
5422.952816 66.680
5423.202816 66.680
5423.452816 66.680
5423.702816 66.679
5423.952816 66.679
5424.202816 66.679
5424.452816 66.679
5424.702816 66.679
5424.952816 66.679
5425.202816 66.678
5425.452816 66.678
5425.702816 66.678
5425.952816 66.678
5426.202816 66.678
5426.452816 66.678
5426.702816 66.677
5426.952816 66.677
5427.202816 66.677
5427.452816 66.677
5427.702816 66.677
5427.952816 66.676
5428.202816 66.676
5428.452816 66.676
5428.702816 66.676
5428.952816 66.676
5429.202816 66.676
5429.452816 66.675
5429.702816 66.675
5429.952816 66.675
5430.202816 66.675
5430.452816 66.675
5430.702816 66.675
5430.952816 66.674
5431.202816 66.674
5431.452816 66.674
5431.702816 66.674
5431.952816 66.674
5432.202816 66.673
5432.452816 66.673
5432.702816 66.673
5432.952816 66.673
5433.202816 66.673
5433.452816 66.673
5433.702816 66.672
5433.952816 66.672
5434.202816 66.672
5434.452816 66.672
5434.702816 66.672
5434.952816 66.672
5435.202816 66.671
5435.452816 66.671
5435.702816 66.671
5435.952816 66.671
5436.202816 66.671
5436.452816 66.671
5436.702816 66.670
5436.952816 66.670
5437.202816 66.670
5437.452816 66.670
5437.702816 66.670
5437.952816 66.669
5438.202816 66.669
5438.452816 66.669
5438.702816 66.669
5438.952816 66.669
5439.202816 66.669
5439.452816 66.668
5439.702816 66.668
5439.952816 66.668
5440.202816 66.668
5440.452816 66.668
5440.702816 66.668
5440.952816 66.667
5441.202816 66.667
5441.452816 66.667
5441.702816 66.667
5441.952816 66.667
5442.202816 66.666
5442.452816 66.666
5442.702816 66.666
5442.952816 66.666
5443.202816 66.666
5443.452816 66.666
5443.702816 66.665
5443.952816 66.665
5444.202816 66.665
5444.452816 66.665
5444.702816 66.665
5444.952816 66.665
5445.202816 66.664
5445.452816 66.664
5445.702816 66.664
5445.952816 66.664
5446.202816 66.664
5446.452816 66.663
5446.702816 66.663
5446.952816 66.663
5447.202816 66.663
5447.452816 66.663
5447.702816 66.663
5447.952816 66.662
5448.202816 66.662
5448.452816 66.662
5448.702816 66.662
5448.952816 66.662
5449.202816 66.662
5449.452816 66.661
5449.702816 66.661
5449.952816 66.661
5450.202816 66.661
5450.452816 66.661
5450.702816 66.661
5450.952816 66.660
5451.202816 66.660
5451.452816 66.660
5451.702816 66.660
5451.952816 66.660
5452.202816 66.659
5452.452816 66.659
5452.702816 66.659
5452.952816 66.659
5453.202816 66.659
5453.452816 66.659
5453.702816 66.658
5453.952816 66.658
5454.202816 66.658
5454.452816 66.658
5454.702816 66.658
5454.952816 66.658
5455.202816 66.657
5455.452816 66.657
5455.702816 66.657
5455.952816 66.657
5456.202816 66.657
5456.452816 66.656
5456.702816 66.656
5456.952816 66.656
5457.202816 66.656
5457.452816 66.656
5457.702816 66.656
5457.952816 66.655
5458.202816 66.655
5458.452816 66.655
5458.702816 66.655
5458.952816 66.655
5459.202816 66.655
5459.452816 66.654
5459.702816 66.654
5459.952816 66.654
5460.202816 66.654
5460.452816 66.654
5460.702816 66.653
5460.952816 66.653
5461.202816 66.653
5461.452816 66.653
5461.702816 66.653
5461.952816 66.653
5462.202816 66.652
5462.452816 66.652
5462.702816 66.652
5462.952816 66.652
5463.202816 66.652
5463.452816 66.652
5463.702816 66.651
5463.952816 66.651
5464.202816 66.651
5464.452816 66.651
5464.702816 66.651
5464.952816 66.650
5465.202816 66.650
5465.452816 66.650
5465.702816 66.650
5465.952816 66.650
5466.202816 66.650
5466.452816 66.649
5466.702816 66.649
5466.952816 66.649
5467.202816 66.649
5467.452816 66.649
5467.702816 66.649
5467.952816 66.648
5468.202816 66.648
5468.452816 66.648
5468.702816 66.648
5468.952816 66.648
5469.202816 66.648
5469.452816 66.647
5469.702816 66.647
5469.952816 66.647
5470.202816 66.647
5470.452816 66.647
5470.702816 66.646
5470.952816 66.646
5471.202816 66.646
5471.452816 66.646
5471.702816 66.646
5471.952816 66.646
5472.202816 66.645
5472.452816 66.645
5472.702816 66.645
5472.952816 66.645
5473.202816 66.645
5473.452816 66.645
5473.702816 66.644
5473.952816 66.644
5474.202816 66.644
5474.452816 66.644
5474.702816 66.644
5474.952816 66.643
5475.202816 66.643
5475.452816 66.643
5475.702816 66.643
5475.952816 66.643
5476.202816 66.643
5476.452816 66.642
5476.702816 66.642
5476.952816 66.642
5477.202816 66.642
5477.452816 66.642
5477.702816 66.642
5477.952816 66.641
5478.202816 66.641
5478.452816 66.641
5478.702816 66.641
5478.952816 66.641
5479.202816 66.641
5479.452816 66.640
5479.702816 66.640
5479.952816 66.640
5480.202816 66.640
5480.452816 66.640
5480.702816 66.639
5480.952816 66.639
5481.202816 66.639
5481.452816 66.639
5481.702816 66.639
5481.952816 66.639
5482.202816 66.638
5482.452816 66.638
5482.702816 66.638
5482.952816 66.638
5483.202816 66.638
5483.452816 66.638
5483.702816 66.637
5483.952816 66.637
5484.202816 66.637
5484.452816 66.637
5484.702816 66.637
5484.952816 66.636
5485.202816 66.636
5485.452816 66.636
5485.702816 66.636
5485.952816 66.636
5486.202816 66.636
5486.452816 66.635
5486.702816 66.635
5486.952816 66.635
5487.202816 66.635
5487.452816 66.635
5487.702816 66.635
5487.952816 66.634
5488.202816 66.634
5488.452816 66.634
5488.702816 66.634
5488.952816 66.634
5489.202816 66.633
5489.452816 66.633
5489.702816 66.633
5489.952816 66.633
5490.202816 66.633
5490.452816 66.633
5490.702816 66.632
5490.952816 66.632
5491.202816 66.632
5491.452816 66.632
5491.702816 66.632
5491.952816 66.632
5492.202816 66.631
5492.452816 66.631
5492.702816 66.631
5492.952816 66.631
5493.202816 66.631
5493.452816 66.631
5493.702816 66.630
5493.952816 66.630
5494.202816 66.630
5494.452816 66.630
5494.702816 66.630
5494.952816 66.629
5495.202816 66.629
5495.452816 66.629
5495.702816 66.629
5495.952816 66.629
5496.202816 66.629
5496.452816 66.628
5496.702816 66.628
5496.952816 66.628
5497.202816 66.628
5497.452816 66.628
5497.702816 66.628
5497.952816 66.627
5498.202816 66.627
5498.452816 66.627
5498.702816 66.627
5498.952816 66.627
5499.202816 66.626
5499.452816 66.626
5499.702816 66.626
5499.952816 66.626
5500.202816 66.626
5500.452816 66.626
5500.702816 66.625
5500.952816 66.625
5501.202816 66.625
5501.452816 66.625
5501.702816 66.625
5501.952816 66.625
5502.202816 66.624
5502.452816 66.624
5502.702816 66.624
5502.952816 66.624
5503.202816 66.624
5503.452816 66.623
5503.702816 66.623
5503.952816 66.623
5504.202816 66.623
5504.452816 66.623
5504.702816 66.623
5504.952816 66.622
5505.202816 66.622
5505.452816 66.622
5505.702816 66.622
5505.952816 66.622
5506.202816 66.621
5506.452816 66.621
5506.702816 66.621
5506.952816 66.621
5507.202816 66.621
5507.452816 66.621
5507.702816 66.620
5507.952816 66.620
5508.202816 66.620
5508.452816 66.620
5508.702816 66.620
5508.952816 66.620
5509.202816 66.619
5509.452816 66.619
5509.702816 66.619
5509.952816 66.619
5510.202816 66.619
5510.452816 66.618
5510.702816 66.618
5510.952816 66.618
5511.202816 66.618
5511.452816 66.618
5511.702816 66.618
5511.952816 66.617
5512.202816 66.617
5512.452816 66.617
5512.702816 66.617
5512.952816 66.617
5513.202816 66.617
5513.452816 66.616
5513.702816 66.616
5513.952816 66.616
5514.202816 66.616
5514.452816 66.616
5514.702816 66.615
5514.952816 66.615
5515.202816 66.615
5515.452816 66.615
5515.702816 66.615
5515.952816 66.615
5516.202816 66.614
5516.452816 66.614
5516.702816 66.614
5516.952816 66.614
5517.202816 66.614
5517.452816 66.613
5517.702816 66.613
5517.952816 66.613
5518.202816 66.613
5518.452816 66.613
5518.702816 66.613
5518.952816 66.612
5519.202816 66.612
5519.452816 66.612
5519.702816 66.612
5519.952816 66.612
5520.202816 66.612
5520.452816 66.611
5520.702816 66.611
5520.952816 66.611
5521.202816 66.611
5521.452816 66.611
5521.702816 66.610
5521.952816 66.610
5522.202816 66.610
5522.452816 66.610
5522.702816 66.610
5522.952816 66.610
5523.202816 66.609
5523.452816 66.609
5523.702816 66.609
5523.952816 66.609
5524.202816 66.609
5524.452816 66.608
5524.702816 66.608
5524.952816 66.608
5525.202816 66.608
5525.452816 66.608
5525.702816 66.608
5525.952816 66.607
5526.202816 66.607
5526.452816 66.607
5526.702816 66.607
5526.952816 66.607
5527.202816 66.607
5527.452816 66.606
5527.702816 66.606
5527.952816 66.606
5528.202816 66.606
5528.452816 66.606
5528.702816 66.605
5528.952816 66.605
5529.202816 66.605
5529.452816 66.605
5529.702816 66.605
5529.952816 66.605
5530.202816 66.604
5530.452816 66.604
5530.702816 66.604
5530.952816 66.604
5531.202816 66.604
5531.452816 66.604
5531.702816 66.603
5531.952816 66.603
5532.202816 66.603
5532.452816 66.603
5532.702816 66.603
5532.952816 66.602
5533.202816 66.602
5533.452816 66.602
5533.702816 66.602
5533.952816 66.602
5534.202816 66.602
5534.452816 66.601
5534.702816 66.601
5534.952816 66.601
5535.202816 66.601
5535.452816 66.601
5535.702816 66.600
5535.952816 66.600
5536.202816 66.600
5536.452816 66.600
5536.702816 66.600
5536.952816 66.600
5537.202816 66.599
5537.452816 66.599
5537.702816 66.599
5537.952816 66.599
5538.202816 66.599
5538.452816 66.599
5538.702816 66.598
5538.952816 66.598
5539.202816 66.598
5539.452816 66.598
5539.702816 66.598
5539.952816 66.597
5540.202816 66.597
5540.452816 66.597
5540.702816 66.597
5540.952816 66.597
5541.202816 66.597
5541.452816 66.596
5541.702816 66.596
5541.952816 66.596
5542.202816 66.596
5542.452816 66.596
5542.702816 66.596
5542.952816 66.595
5543.202816 66.595
5543.452816 66.595
5543.702816 66.595
5543.952816 66.595
5544.202816 66.594
5544.452816 66.594
5544.702816 66.594
5544.952816 66.594
5545.202816 66.594
5545.452816 66.594
5545.702816 66.593
5545.952816 66.593
5546.202816 66.593
5546.452816 66.593
5546.702816 66.593
5546.952816 66.592
5547.202816 66.592
5547.452816 66.592
5547.702816 66.592
5547.952816 66.592
5548.202816 66.592
5548.452816 66.591
5548.702816 66.591
5548.952816 66.591
5549.202816 66.591
5549.452816 66.591
5549.702816 66.591
5549.952816 66.590
5550.202816 66.590
5550.452816 66.590
5550.702816 66.590
5550.952816 66.590
5551.202816 66.589
5551.452816 66.589
5551.702816 66.589
5551.952816 66.589
5552.202816 66.589
5552.452816 66.589
5552.702816 66.588
5552.952816 66.588
5553.202816 66.588
5553.452816 66.588
5553.702816 66.588
5553.952816 66.588
5554.202816 66.587
5554.452816 66.587
5554.702816 66.587
5554.952816 66.587
5555.202816 66.587
5555.452816 66.586
5555.702816 66.586
5555.952816 66.586
5556.202816 66.586
5556.452816 66.586
5556.702816 66.586
5556.952816 66.585
5557.202816 66.585
5557.452816 66.585
5557.702816 66.585
5557.952816 66.585
5558.202816 66.585
5558.452816 66.584
5558.702816 66.584
5558.952816 66.584
5559.202816 66.584
5559.452816 66.584
5559.702816 66.583
5559.952816 66.583
5560.202816 66.583
5560.452816 66.583
5560.702816 66.583
5560.952816 66.583
5561.202816 66.582
5561.452816 66.582
5561.702816 66.582
5561.952816 66.582
5562.202816 66.582
5562.452816 66.582
5562.702816 66.581
5562.952816 66.581
5563.202816 66.581
5563.452816 66.581
5563.702816 66.581
5563.952816 66.580
5564.202816 66.580
5564.452816 66.580
5564.702816 66.580
5564.952816 66.580
5565.202816 66.580
5565.452816 66.579
5565.702816 66.579
5565.952816 66.579
5566.202816 66.579
5566.452816 66.579
5566.702816 66.578
5566.952816 66.578
5567.202816 66.578
5567.452816 66.578
5567.702816 66.578
5567.952816 66.578
5568.202816 66.577
5568.452816 66.577
5568.702816 66.577
5568.952816 66.577
5569.202816 66.577
