* Measurement data measured by REW V5.20.14
* Source: EQ Objectively Neutral IE Tar Filtered
* Format: 
* Dated: Aug 25, 2024 10:19:36 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: -23.0 dB
* Note: Measurement imported from /Users/sharuraudio/Downloads/Objectively Neutral IE Target.txt Format: Comma/Tab/Space delimited data 177 values loaded, 20 Hz to 20,000 Hz  PK       Fc    2000 Hz  Gain  -2.50 dB  Q  2.000 PK       Fc    2700 Hz  Gain  -3.00 dB  Q  2.000 HS Q     Fc    4000 Hz  Gain   1.80 dB Q  0.700 PK       Fc   750.0 Hz  Gain  -0.80 dB  Q  2.000 PK       Fc    3170 Hz  Gain  -0.30 dB  Q  2.000
* Measurement: EQ Objectively Neutral IE Tar
* Smoothing: None
* Frequency Step: 0.25 Hz
* Start Frequency: 20.0 Hz
*
* Freq(Hz) SPL(dB)
13133.952816 59.624
13134.202816 59.624
13134.452816 59.623
13134.702816 59.623
13134.952816 59.623
13135.202816 59.622
13135.452816 59.622
13135.702816 59.622
13135.952816 59.621
13136.202816 59.621
13136.452816 59.621
13136.702816 59.621
13136.952816 59.620
13137.202816 59.620
13137.452816 59.620
13137.702816 59.619
13137.952816 59.619
13138.202816 59.619
13138.452816 59.619
13138.702816 59.618
13138.952816 59.618
13139.202816 59.618
13139.452816 59.617
13139.702816 59.617
13139.952816 59.617
13140.202816 59.616
13140.452816 59.616
13140.702816 59.616
13140.952816 59.616
13141.202816 59.615
13141.452816 59.615
13141.702816 59.615
13141.952816 59.614
13142.202816 59.614
13142.452816 59.614
13142.702816 59.614
13142.952816 59.613
13143.202816 59.613
13143.452816 59.613
13143.702816 59.612
13143.952816 59.612
13144.202816 59.612
13144.452816 59.611
13144.702816 59.611
13144.952816 59.611
13145.202816 59.611
13145.452816 59.610
13145.702816 59.610
13145.952816 59.610
13146.202816 59.609
13146.452816 59.609
13146.702816 59.609
13146.952816 59.609
13147.202816 59.608
13147.452816 59.608
13147.702816 59.608
13147.952816 59.607
13148.202816 59.607
13148.452816 59.607
13148.702816 59.606
13148.952816 59.606
13149.202816 59.606
13149.452816 59.606
13149.702816 59.605
13149.952816 59.605
13150.202816 59.605
13150.452816 59.604
13150.702816 59.604
13150.952816 59.604
13151.202816 59.604
13151.452816 59.603
13151.702816 59.603
13151.952816 59.603
13152.202816 59.602
13152.452816 59.602
13152.702816 59.602
13152.952816 59.602
13153.202816 59.601
13153.452816 59.601
13153.702816 59.601
13153.952816 59.600
13154.202816 59.600
13154.452816 59.600
13154.702816 59.599
13154.952816 59.599
13155.202816 59.599
13155.452816 59.599
13155.702816 59.598
13155.952816 59.598
13156.202816 59.598
13156.452816 59.597
13156.702816 59.597
13156.952816 59.597
13157.202816 59.597
13157.452816 59.596
13157.702816 59.596
13157.952816 59.596
13158.202816 59.595
13158.452816 59.595
13158.702816 59.595
13158.952816 59.594
13159.202816 59.594
13159.452816 59.594
13159.702816 59.594
13159.952816 59.593
13160.202816 59.593
13160.452816 59.593
13160.702816 59.592
13160.952816 59.592
13161.202816 59.592
13161.452816 59.592
13161.702816 59.591
13161.952816 59.591
13162.202816 59.591
13162.452816 59.590
13162.702816 59.590
13162.952816 59.590
13163.202816 59.590
13163.452816 59.589
13163.702816 59.589
13163.952816 59.589
13164.202816 59.588
13164.452816 59.588
13164.702816 59.588
13164.952816 59.587
13165.202816 59.587
13165.452816 59.587
13165.702816 59.587
13165.952816 59.586
13166.202816 59.586
13166.452816 59.586
13166.702816 59.585
13166.952816 59.585
13167.202816 59.585
13167.452816 59.585
13167.702816 59.584
13167.952816 59.584
13168.202816 59.584
13168.452816 59.583
13168.702816 59.583
13168.952816 59.583
13169.202816 59.583
13169.452816 59.582
13169.702816 59.582
13169.952816 59.582
13170.202816 59.581
13170.452816 59.581
13170.702816 59.581
13170.952816 59.580
13171.202816 59.580
13171.452816 59.580
13171.702816 59.580
13171.952816 59.579
13172.202816 59.579
13172.452816 59.579
13172.702816 59.578
13172.952816 59.578
13173.202816 59.578
13173.452816 59.578
13173.702816 59.577
13173.952816 59.577
13174.202816 59.577
13174.452816 59.576
13174.702816 59.576
13174.952816 59.576
13175.202816 59.576
13175.452816 59.575
13175.702816 59.575
13175.952816 59.575
13176.202816 59.574
13176.452816 59.574
13176.702816 59.574
13176.952816 59.573
13177.202816 59.573
13177.452816 59.573
13177.702816 59.573
13177.952816 59.572
13178.202816 59.572
13178.452816 59.572
13178.702816 59.571
13178.952816 59.571
13179.202816 59.571
13179.452816 59.571
13179.702816 59.570
13179.952816 59.570
13180.202816 59.570
13180.452816 59.569
13180.702816 59.569
13180.952816 59.569
13181.202816 59.569
13181.452816 59.568
13181.702816 59.568
13181.952816 59.568
13182.202816 59.567
13182.452816 59.567
13182.702816 59.567
13182.952816 59.566
13183.202816 59.566
13183.452816 59.566
13183.702816 59.566
13183.952816 59.565
13184.202816 59.565
13184.452816 59.565
13184.702816 59.564
13184.952816 59.564
13185.202816 59.564
13185.452816 59.564
13185.702816 59.563
13185.952816 59.563
13186.202816 59.563
13186.452816 59.562
13186.702816 59.562
13186.952816 59.562
13187.202816 59.562
13187.452816 59.561
13187.702816 59.561
13187.952816 59.561
13188.202816 59.560
13188.452816 59.560
13188.702816 59.560
13188.952816 59.560
13189.202816 59.559
13189.452816 59.559
13189.702816 59.559
13189.952816 59.558
13190.202816 59.558
13190.452816 59.558
13190.702816 59.557
13190.952816 59.557
13191.202816 59.557
13191.452816 59.557
13191.702816 59.556
13191.952816 59.556
13192.202816 59.556
13192.452816 59.555
13192.702816 59.555
13192.952816 59.555
13193.202816 59.555
13193.452816 59.554
13193.702816 59.554
13193.952816 59.554
13194.202816 59.553
13194.452816 59.553
13194.702816 59.553
13194.952816 59.553
13195.202816 59.552
13195.452816 59.552
13195.702816 59.552
13195.952816 59.551
13196.202816 59.551
13196.452816 59.551
13196.702816 59.551
13196.952816 59.550
13197.202816 59.550
13197.452816 59.550
13197.702816 59.549
13197.952816 59.549
13198.202816 59.549
13198.452816 59.549
13198.702816 59.548
13198.952816 59.548
13199.202816 59.548
13199.452816 59.547
13199.702816 59.547
13199.952816 59.547
13200.202816 59.546
13200.452816 59.546
13200.702816 59.546
13200.952816 59.546
13201.202816 59.545
13201.452816 59.545
13201.702816 59.545
13201.952816 59.544
13202.202816 59.544
13202.452816 59.544
13202.702816 59.544
13202.952816 59.543
13203.202816 59.543
13203.452816 59.543
13203.702816 59.542
13203.952816 59.542
13204.202816 59.542
13204.452816 59.542
13204.702816 59.541
13204.952816 59.541
13205.202816 59.541
13205.452816 59.540
13205.702816 59.540
13205.952816 59.540
13206.202816 59.540
13206.452816 59.539
13206.702816 59.539
13206.952816 59.539
13207.202816 59.538
13207.452816 59.538
13207.702816 59.538
13207.952816 59.538
13208.202816 59.537
13208.452816 59.537
13208.702816 59.537
13208.952816 59.536
13209.202816 59.536
13209.452816 59.536
13209.702816 59.535
13209.952816 59.535
13210.202816 59.535
13210.452816 59.535
13210.702816 59.534
13210.952816 59.534
13211.202816 59.534
13211.452816 59.533
13211.702816 59.533
13211.952816 59.533
13212.202816 59.533
13212.452816 59.532
13212.702816 59.532
13212.952816 59.532
13213.202816 59.531
13213.452816 59.531
13213.702816 59.531
13213.952816 59.531
13214.202816 59.530
13214.452816 59.530
13214.702816 59.530
13214.952816 59.529
13215.202816 59.529
13215.452816 59.529
13215.702816 59.529
13215.952816 59.528
13216.202816 59.528
13216.452816 59.528
13216.702816 59.527
13216.952816 59.527
13217.202816 59.527
13217.452816 59.527
13217.702816 59.526
13217.952816 59.526
13218.202816 59.526
13218.452816 59.525
13218.702816 59.525
13218.952816 59.525
13219.202816 59.525
13219.452816 59.524
13219.702816 59.524
13219.952816 59.524
13220.202816 59.523
13220.452816 59.523
13220.702816 59.523
13220.952816 59.523
13221.202816 59.522
13221.452816 59.522
13221.702816 59.522
13221.952816 59.521
13222.202816 59.521
13222.452816 59.521
13222.702816 59.521
13222.952816 59.520
13223.202816 59.520
13223.452816 59.520
13223.702816 59.519
13223.952816 59.519
13224.202816 59.519
13224.452816 59.519
13224.702816 59.518
13224.952816 59.518
13225.202816 59.518
13225.452816 59.517
13225.702816 59.517
13225.952816 59.517
13226.202816 59.516
13226.452816 59.516
13226.702816 59.516
13226.952816 59.516
13227.202816 59.515
13227.452816 59.515
13227.702816 59.515
13227.952816 59.514
13228.202816 59.514
13228.452816 59.514
13228.702816 59.514
13228.952816 59.513
13229.202816 59.513
13229.452816 59.513
13229.702816 59.512
13229.952816 59.512
13230.202816 59.512
13230.452816 59.512
13230.702816 59.511
13230.952816 59.511
13231.202816 59.511
13231.452816 59.510
13231.702816 59.510
13231.952816 59.510
13232.202816 59.510
13232.452816 59.509
13232.702816 59.509
13232.952816 59.509
13233.202816 59.508
13233.452816 59.508
13233.702816 59.508
13233.952816 59.508
13234.202816 59.507
13234.452816 59.507
13234.702816 59.507
13234.952816 59.506
13235.202816 59.506
13235.452816 59.506
13235.702816 59.506
13235.952816 59.505
13236.202816 59.505
13236.452816 59.505
13236.702816 59.504
13236.952816 59.504
13237.202816 59.504
13237.452816 59.504
13237.702816 59.503
13237.952816 59.503
13238.202816 59.503
13238.452816 59.502
13238.702816 59.502
13238.952816 59.502
13239.202816 59.502
13239.452816 59.501
13239.702816 59.501
13239.952816 59.501
13240.202816 59.500
13240.452816 59.500
13240.702816 59.500
13240.952816 59.500
13241.202816 59.499
13241.452816 59.499
13241.702816 59.499
13241.952816 59.498
13242.202816 59.498
13242.452816 59.498
13242.702816 59.498
13242.952816 59.497
13243.202816 59.497
13243.452816 59.497
13243.702816 59.496
13243.952816 59.496
13244.202816 59.496
13244.452816 59.496
13244.702816 59.495
13244.952816 59.495
13245.202816 59.495
13245.452816 59.494
13245.702816 59.494
13245.952816 59.494
13246.202816 59.494
13246.452816 59.493
13246.702816 59.493
13246.952816 59.493
13247.202816 59.492
13247.452816 59.492
13247.702816 59.492
13247.952816 59.492
13248.202816 59.491
13248.452816 59.491
13248.702816 59.491
13248.952816 59.490
13249.202816 59.490
13249.452816 59.490
13249.702816 59.490
13249.952816 59.489
13250.202816 59.489
13250.452816 59.489
13250.702816 59.488
13250.952816 59.488
13251.202816 59.488
13251.452816 59.488
13251.702816 59.487
13251.952816 59.487
13252.202816 59.487
13252.452816 59.486
13252.702816 59.486
13252.952816 59.486
13253.202816 59.486
13253.452816 59.485
13253.702816 59.485
13253.952816 59.485
13254.202816 59.484
13254.452816 59.484
13254.702816 59.484
13254.952816 59.484
13255.202816 59.483
13255.452816 59.483
13255.702816 59.483
13255.952816 59.482
13256.202816 59.482
13256.452816 59.482
13256.702816 59.482
13256.952816 59.481
13257.202816 59.481
13257.452816 59.481
13257.702816 59.480
13257.952816 59.480
13258.202816 59.480
13258.452816 59.480
13258.702816 59.479
13258.952816 59.479
13259.202816 59.479
13259.452816 59.478
13259.702816 59.478
13259.952816 59.478
13260.202816 59.478
13260.452816 59.477
13260.702816 59.477
13260.952816 59.477
13261.202816 59.476
13261.452816 59.476
13261.702816 59.476
13261.952816 59.476
13262.202816 59.475
13262.452816 59.475
13262.702816 59.475
13262.952816 59.475
13263.202816 59.474
13263.452816 59.474
13263.702816 59.474
13263.952816 59.473
13264.202816 59.473
13264.452816 59.473
13264.702816 59.473
13264.952816 59.472
13265.202816 59.472
13265.452816 59.472
13265.702816 59.472
13265.952816 59.471
13266.202816 59.471
13266.452816 59.471
13266.702816 59.471
13266.952816 59.470
13267.202816 59.470
13267.452816 59.470
13267.702816 59.469
13267.952816 59.469
13268.202816 59.469
13268.452816 59.469
13268.702816 59.468
13268.952816 59.468
13269.202816 59.468
13269.452816 59.468
13269.702816 59.467
13269.952816 59.467
13270.202816 59.467
13270.452816 59.467
13270.702816 59.466
13270.952816 59.466
13271.202816 59.466
13271.452816 59.465
13271.702816 59.465
13271.952816 59.465
13272.202816 59.465
13272.452816 59.464
13272.702816 59.464
13272.952816 59.464
13273.202816 59.464
13273.452816 59.463
13273.702816 59.463
13273.952816 59.463
13274.202816 59.463
13274.452816 59.462
13274.702816 59.462
13274.952816 59.462
13275.202816 59.461
13275.452816 59.461
13275.702816 59.461
13275.952816 59.461
13276.202816 59.460
13276.452816 59.460
13276.702816 59.460
13276.952816 59.460
13277.202816 59.459
13277.452816 59.459
13277.702816 59.459
13277.952816 59.459
13278.202816 59.458
13278.452816 59.458
13278.702816 59.458
13278.952816 59.458
13279.202816 59.457
13279.452816 59.457
13279.702816 59.457
13279.952816 59.456
13280.202816 59.456
13280.452816 59.456
13280.702816 59.456
13280.952816 59.455
13281.202816 59.455
13281.452816 59.455
13281.702816 59.455
13281.952816 59.454
13282.202816 59.454
13282.452816 59.454
13282.702816 59.454
13282.952816 59.453
13283.202816 59.453
13283.452816 59.453
13283.702816 59.453
13283.952816 59.452
13284.202816 59.452
13284.452816 59.452
13284.702816 59.451
13284.952816 59.451
13285.202816 59.451
13285.452816 59.451
13285.702816 59.450
13285.952816 59.450
13286.202816 59.450
13286.452816 59.450
13286.702816 59.449
13286.952816 59.449
13287.202816 59.449
13287.452816 59.449
13287.702816 59.448
13287.952816 59.448
13288.202816 59.448
13288.452816 59.447
13288.702816 59.447
13288.952816 59.447
13289.202816 59.447
13289.452816 59.446
13289.702816 59.446
13289.952816 59.446
13290.202816 59.446
13290.452816 59.445
13290.702816 59.445
13290.952816 59.445
13291.202816 59.445
13291.452816 59.444
13291.702816 59.444
13291.952816 59.444
13292.202816 59.444
13292.452816 59.443
13292.702816 59.443
13292.952816 59.443
13293.202816 59.442
13293.452816 59.442
13293.702816 59.442
13293.952816 59.442
13294.202816 59.441
13294.452816 59.441
13294.702816 59.441
13294.952816 59.441
13295.202816 59.440
13295.452816 59.440
13295.702816 59.440
13295.952816 59.440
13296.202816 59.439
13296.452816 59.439
13296.702816 59.439
13296.952816 59.439
13297.202816 59.438
13297.452816 59.438
13297.702816 59.438
13297.952816 59.437
13298.202816 59.437
13298.452816 59.437
13298.702816 59.437
13298.952816 59.436
13299.202816 59.436
13299.452816 59.436
13299.702816 59.436
13299.952816 59.435
13300.202816 59.435
13300.452816 59.435
13300.702816 59.435
13300.952816 59.434
13301.202816 59.434
13301.452816 59.434
13301.702816 59.434
13301.952816 59.433
13302.202816 59.433
13302.452816 59.433
13302.702816 59.433
13302.952816 59.432
13303.202816 59.432
13303.452816 59.432
13303.702816 59.431
13303.952816 59.431
13304.202816 59.431
13304.452816 59.431
13304.702816 59.430
13304.952816 59.430
13305.202816 59.430
13305.452816 59.430
13305.702816 59.429
13305.952816 59.429
13306.202816 59.429
13306.452816 59.429
13306.702816 59.428
13306.952816 59.428
13307.202816 59.428
13307.452816 59.428
13307.702816 59.427
13307.952816 59.427
13308.202816 59.427
13308.452816 59.426
13308.702816 59.426
13308.952816 59.426
13309.202816 59.426
13309.452816 59.425
13309.702816 59.425
13309.952816 59.425
13310.202816 59.425
13310.452816 59.424
13310.702816 59.424
13310.952816 59.424
13311.202816 59.424
13311.452816 59.423
13311.702816 59.423
13311.952816 59.423
13312.202816 59.423
13312.452816 59.422
13312.702816 59.422
13312.952816 59.422
13313.202816 59.422
13313.452816 59.421
13313.702816 59.421
13313.952816 59.421
13314.202816 59.420
13314.452816 59.420
13314.702816 59.420
13314.952816 59.420
13315.202816 59.419
13315.452816 59.419
13315.702816 59.419
13315.952816 59.419
13316.202816 59.418
13316.452816 59.418
13316.702816 59.418
13316.952816 59.418
13317.202816 59.417
13317.452816 59.417
13317.702816 59.417
13317.952816 59.417
13318.202816 59.416
13318.452816 59.416
13318.702816 59.416
13318.952816 59.415
13319.202816 59.415
13319.452816 59.415
13319.702816 59.415
13319.952816 59.414
13320.202816 59.414
13320.452816 59.414
13320.702816 59.414
13320.952816 59.413
13321.202816 59.413
13321.452816 59.413
13321.702816 59.413
13321.952816 59.412
13322.202816 59.412
13322.452816 59.412
13322.702816 59.412
13322.952816 59.411
13323.202816 59.411
13323.452816 59.411
13323.702816 59.411
13323.952816 59.410
13324.202816 59.410
13324.452816 59.410
13324.702816 59.409
13324.952816 59.409
13325.202816 59.409
13325.452816 59.409
13325.702816 59.408
13325.952816 59.408
13326.202816 59.408
13326.452816 59.408
13326.702816 59.407
13326.952816 59.407
13327.202816 59.407
13327.452816 59.407
13327.702816 59.406
13327.952816 59.406
13328.202816 59.406
13328.452816 59.406
13328.702816 59.405
13328.952816 59.405
13329.202816 59.405
13329.452816 59.405
13329.702816 59.404
13329.952816 59.404
13330.202816 59.404
13330.452816 59.403
13330.702816 59.403
13330.952816 59.403
13331.202816 59.403
13331.452816 59.402
13331.702816 59.402
13331.952816 59.402
13332.202816 59.402
13332.452816 59.401
13332.702816 59.401
13332.952816 59.401
13333.202816 59.401
13333.452816 59.400
13333.702816 59.400
13333.952816 59.400
13334.202816 59.400
13334.452816 59.399
13334.702816 59.399
13334.952816 59.399
13335.202816 59.399
13335.452816 59.398
13335.702816 59.398
13335.952816 59.398
13336.202816 59.398
13336.452816 59.397
13336.702816 59.397
13336.952816 59.397
13337.202816 59.396
13337.452816 59.396
13337.702816 59.396
13337.952816 59.396
13338.202816 59.395
13338.452816 59.395
13338.702816 59.395
13338.952816 59.395
13339.202816 59.394
13339.452816 59.394
13339.702816 59.394
13339.952816 59.394
13340.202816 59.393
13340.452816 59.393
13340.702816 59.393
13340.952816 59.393
13341.202816 59.392
13341.452816 59.392
13341.702816 59.392
13341.952816 59.392
13342.202816 59.391
13342.452816 59.391
13342.702816 59.391
13342.952816 59.390
13343.202816 59.390
13343.452816 59.390
13343.702816 59.390
13343.952816 59.389
13344.202816 59.389
13344.452816 59.389
13344.702816 59.389
13344.952816 59.388
13345.202816 59.388
13345.452816 59.388
13345.702816 59.388
13345.952816 59.387
13346.202816 59.387
13346.452816 59.387
13346.702816 59.387
13346.952816 59.386
13347.202816 59.386
13347.452816 59.386
13347.702816 59.386
13347.952816 59.385
13348.202816 59.385
13348.452816 59.385
13348.702816 59.385
13348.952816 59.384
13349.202816 59.384
13349.452816 59.384
13349.702816 59.383
13349.952816 59.383
13350.202816 59.383
13350.452816 59.383
13350.702816 59.382
13350.952816 59.382
13351.202816 59.382
13351.452816 59.382
13351.702816 59.381
13351.952816 59.381
13352.202816 59.381
13352.452816 59.381
13352.702816 59.380
13352.952816 59.380
13353.202816 59.380
13353.452816 59.380
13353.702816 59.379
13353.952816 59.379
13354.202816 59.379
13354.452816 59.379
13354.702816 59.378
13354.952816 59.378
13355.202816 59.378
13355.452816 59.378
13355.702816 59.377
13355.952816 59.377
13356.202816 59.377
13356.452816 59.377
13356.702816 59.376
13356.952816 59.376
13357.202816 59.376
13357.452816 59.375
13357.702816 59.375
13357.952816 59.375
13358.202816 59.375
13358.452816 59.374
13358.702816 59.374
13358.952816 59.374
13359.202816 59.374
13359.452816 59.373
13359.702816 59.373
13359.952816 59.373
13360.202816 59.373
13360.452816 59.372
13360.702816 59.372
13360.952816 59.372
13361.202816 59.372
13361.452816 59.371
13361.702816 59.371
13361.952816 59.371
13362.202816 59.371
13362.452816 59.370
13362.702816 59.370
13362.952816 59.370
13363.202816 59.370
13363.452816 59.369
13363.702816 59.369
13363.952816 59.369
13364.202816 59.369
13364.452816 59.368
13364.702816 59.368
13364.952816 59.368
13365.202816 59.367
13365.452816 59.367
13365.702816 59.367
13365.952816 59.367
13366.202816 59.366
13366.452816 59.366
13366.702816 59.366
13366.952816 59.366
13367.202816 59.365
13367.452816 59.365
13367.702816 59.365
13367.952816 59.365
13368.202816 59.364
13368.452816 59.364
13368.702816 59.364
13368.952816 59.364
13369.202816 59.363
13369.452816 59.363
13369.702816 59.363
13369.952816 59.363
13370.202816 59.362
13370.452816 59.362
13370.702816 59.362
13370.952816 59.362
13371.202816 59.361
13371.452816 59.361
13371.702816 59.361
13371.952816 59.361
13372.202816 59.360
13372.452816 59.360
13372.702816 59.360
13372.952816 59.359
13373.202816 59.359
13373.452816 59.359
13373.702816 59.359
13373.952816 59.358
13374.202816 59.358
13374.452816 59.358
13374.702816 59.358
13374.952816 59.357
13375.202816 59.357
13375.452816 59.357
13375.702816 59.357
13375.952816 59.356
13376.202816 59.356
13376.452816 59.356
13376.702816 59.356
13376.952816 59.355
13377.202816 59.355
13377.452816 59.355
13377.702816 59.355
13377.952816 59.354
13378.202816 59.354
13378.452816 59.354
13378.702816 59.354
13378.952816 59.353
13379.202816 59.353
13379.452816 59.353
13379.702816 59.353
13379.952816 59.352
13380.202816 59.352
13380.452816 59.352
13380.702816 59.352
13380.952816 59.351
13381.202816 59.351
13381.452816 59.351
13381.702816 59.350
13381.952816 59.350
13382.202816 59.350
13382.452816 59.350
13382.702816 59.349
13382.952816 59.349
13383.202816 59.349
13383.452816 59.349
13383.702816 59.348
13383.952816 59.348
13384.202816 59.348
13384.452816 59.348
13384.702816 59.347
13384.952816 59.347
13385.202816 59.347
13385.452816 59.347
13385.702816 59.346
13385.952816 59.346
13386.202816 59.346
13386.452816 59.346
13386.702816 59.345
13386.952816 59.345
13387.202816 59.345
13387.452816 59.345
13387.702816 59.344
13387.952816 59.344
13388.202816 59.344
13388.452816 59.344
13388.702816 59.343
13388.952816 59.343
13389.202816 59.343
13389.452816 59.343
13389.702816 59.342
13389.952816 59.342
13390.202816 59.342
13390.452816 59.342
13390.702816 59.341
13390.952816 59.341
13391.202816 59.341
13391.452816 59.340
13391.702816 59.340
13391.952816 59.340
13392.202816 59.340
13392.452816 59.339
13392.702816 59.339
13392.952816 59.339
13393.202816 59.339
13393.452816 59.338
13393.702816 59.338
13393.952816 59.338
13394.202816 59.338
13394.452816 59.337
13394.702816 59.337
13394.952816 59.337
13395.202816 59.337
13395.452816 59.336
13395.702816 59.336
13395.952816 59.336
13396.202816 59.336
13396.452816 59.335
13396.702816 59.335
13396.952816 59.335
13397.202816 59.335
13397.452816 59.334
13397.702816 59.334
13397.952816 59.334
13398.202816 59.334
13398.452816 59.333
13398.702816 59.333
13398.952816 59.333
13399.202816 59.333
13399.452816 59.332
13399.702816 59.332
13399.952816 59.332
13400.202816 59.332
13400.452816 59.331
13400.702816 59.331
13400.952816 59.331
13401.202816 59.331
13401.452816 59.330
13401.702816 59.330
13401.952816 59.330
13402.202816 59.330
13402.452816 59.329
13402.702816 59.329
13402.952816 59.329
13403.202816 59.328
13403.452816 59.328
13403.702816 59.328
13403.952816 59.328
13404.202816 59.327
13404.452816 59.327
13404.702816 59.327
13404.952816 59.327
13405.202816 59.326
13405.452816 59.326
13405.702816 59.326
13405.952816 59.326
13406.202816 59.325
13406.452816 59.325
13406.702816 59.325
13406.952816 59.325
13407.202816 59.324
13407.452816 59.324
13407.702816 59.324
13407.952816 59.324
13408.202816 59.323
13408.452816 59.323
13408.702816 59.323
13408.952816 59.323
13409.202816 59.322
13409.452816 59.322
13409.702816 59.322
13409.952816 59.322
13410.202816 59.321
13410.452816 59.321
13410.702816 59.321
13410.952816 59.321
13411.202816 59.320
13411.452816 59.320
13411.702816 59.320
13411.952816 59.320
13412.202816 59.319
13412.452816 59.319
13412.702816 59.319
13412.952816 59.319
13413.202816 59.318
13413.452816 59.318
13413.702816 59.318
13413.952816 59.318
13414.202816 59.317
13414.452816 59.317
13414.702816 59.317
13414.952816 59.317
13415.202816 59.316
13415.452816 59.316
13415.702816 59.316
13415.952816 59.315
13416.202816 59.315
13416.452816 59.315
13416.702816 59.315
13416.952816 59.314
13417.202816 59.314
13417.452816 59.314
13417.702816 59.314
13417.952816 59.313
13418.202816 59.313
13418.452816 59.313
13418.702816 59.313
13418.952816 59.312
13419.202816 59.312
13419.452816 59.312
13419.702816 59.312
13419.952816 59.311
13420.202816 59.311
13420.452816 59.311
13420.702816 59.311
13420.952816 59.310
13421.202816 59.310
13421.452816 59.310
13421.702816 59.310
13421.952816 59.309
13422.202816 59.309
13422.452816 59.309
13422.702816 59.309
13422.952816 59.308
13423.202816 59.308
13423.452816 59.308
13423.702816 59.308
13423.952816 59.307
13424.202816 59.307
13424.452816 59.307
13424.702816 59.307
13424.952816 59.306
13425.202816 59.306
13425.452816 59.306
13425.702816 59.306
13425.952816 59.305
13426.202816 59.305
13426.452816 59.305
13426.702816 59.305
13426.952816 59.304
13427.202816 59.304
13427.452816 59.304
13427.702816 59.304
13427.952816 59.303
13428.202816 59.303
13428.452816 59.303
13428.702816 59.303
13428.952816 59.302
13429.202816 59.302
13429.452816 59.302
13429.702816 59.302
13429.952816 59.301
13430.202816 59.301
13430.452816 59.301
13430.702816 59.300
13430.952816 59.300
13431.202816 59.300
13431.452816 59.300
13431.702816 59.299
13431.952816 59.299
13432.202816 59.299
13432.452816 59.299
13432.702816 59.298
13432.952816 59.298
13433.202816 59.298
13433.452816 59.298
13433.702816 59.297
13433.952816 59.297
13434.202816 59.297
13434.452816 59.297
13434.702816 59.296
13434.952816 59.296
13435.202816 59.296
13435.452816 59.296
13435.702816 59.295
13435.952816 59.295
13436.202816 59.295
13436.452816 59.295
13436.702816 59.294
13436.952816 59.294
13437.202816 59.294
13437.452816 59.294
13437.702816 59.293
13437.952816 59.293
13438.202816 59.293
13438.452816 59.293
13438.702816 59.292
13438.952816 59.292
13439.202816 59.292
13439.452816 59.292
13439.702816 59.291
13439.952816 59.291
13440.202816 59.291
13440.452816 59.291
13440.702816 59.290
13440.952816 59.290
13441.202816 59.290
13441.452816 59.290
13441.702816 59.289
13441.952816 59.289
13442.202816 59.289
13442.452816 59.289
13442.702816 59.288
13442.952816 59.288
13443.202816 59.288
13443.452816 59.288
13443.702816 59.287
13443.952816 59.287
13444.202816 59.287
13444.452816 59.287
13444.702816 59.286
13444.952816 59.286
13445.202816 59.286
13445.452816 59.286
13445.702816 59.285
13445.952816 59.285
13446.202816 59.285
13446.452816 59.285
13446.702816 59.284
13446.952816 59.284
13447.202816 59.284
13447.452816 59.284
13447.702816 59.283
13447.952816 59.283
13448.202816 59.283
13448.452816 59.283
13448.702816 59.282
13448.952816 59.282
13449.202816 59.282
13449.452816 59.282
13449.702816 59.281
13449.952816 59.281
13450.202816 59.281
13450.452816 59.281
13450.702816 59.280
13450.952816 59.280
13451.202816 59.280
13451.452816 59.280
13451.702816 59.279
13451.952816 59.279
13452.202816 59.279
13452.452816 59.278
13452.702816 59.278
13452.952816 59.278
13453.202816 59.278
13453.452816 59.277
13453.702816 59.277
13453.952816 59.277
13454.202816 59.277
13454.452816 59.276
13454.702816 59.276
13454.952816 59.276
13455.202816 59.276
13455.452816 59.275
13455.702816 59.275
13455.952816 59.275
13456.202816 59.275
13456.452816 59.274
13456.702816 59.274
13456.952816 59.274
13457.202816 59.274
13457.452816 59.273
13457.702816 59.273
13457.952816 59.273
13458.202816 59.273
13458.452816 59.272
13458.702816 59.272
13458.952816 59.272
13459.202816 59.272
13459.452816 59.271
13459.702816 59.271
13459.952816 59.271
13460.202816 59.271
13460.452816 59.270
13460.702816 59.270
13460.952816 59.270
13461.202816 59.270
13461.452816 59.269
13461.702816 59.269
13461.952816 59.269
13462.202816 59.269
13462.452816 59.268
13462.702816 59.268
13462.952816 59.268
13463.202816 59.268
13463.452816 59.267
13463.702816 59.267
13463.952816 59.267
13464.202816 59.267
13464.452816 59.266
13464.702816 59.266
13464.952816 59.266
13465.202816 59.266
13465.452816 59.265
13465.702816 59.265
13465.952816 59.265
13466.202816 59.265
13466.452816 59.264
13466.702816 59.264
13466.952816 59.264
13467.202816 59.264
13467.452816 59.263
13467.702816 59.263
13467.952816 59.263
13468.202816 59.263
13468.452816 59.262
13468.702816 59.262
13468.952816 59.262
13469.202816 59.262
13469.452816 59.261
13469.702816 59.261
13469.952816 59.261
13470.202816 59.261
13470.452816 59.260
13470.702816 59.260
13470.952816 59.260
13471.202816 59.260
13471.452816 59.259
13471.702816 59.259
13471.952816 59.259
13472.202816 59.259
13472.452816 59.258
