* Measurement data measured by REW V5.20
* Source: P:\Reviews\Squig\harman_raw.csv
* Format: Comma/Tab/Space delimited data
* Dated: Oct 7, 2021 2:21:23 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from P:\Reviews\Squig\harman_raw.csv Format: Comma/Tab/Space delimited data 695 values loaded, 20 Hz to 19,896 Hz log spaced
* Measurement: harman_raw
* Smoothing: 1/12 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	7.6
20.299999	7.6
20.600000	7.6
20.900000	7.6
21.200001	7.7
21.400000	7.7
21.799999	7.7
22.000000	7.7
22.400000	7.7
22.700001	7.7
23.000000	7.7
23.299999	7.7
23.600000	7.7
24.000000	7.7
24.299999	7.7
24.700001	7.7
25.000000	7.7
25.400000	7.7
25.799999	7.7
26.200001	7.7
26.500000	7.7
26.900000	7.7
27.200001	7.7
27.600000	7.7
28.000000	7.7
28.500000	7.7
29.000000	7.7
29.500000	7.7
30.000000	7.7
30.400000	7.7
30.700001	7.7
31.100000	7.7
31.500000	7.7
32.000000	7.7
32.500000	7.7
33.000000	7.7
33.500000	7.7
34.000000	7.7
34.500000	7.6
35.000000	7.6
35.500000	7.6
36.000000	7.6
36.500000	7.6
37.000000	7.6
37.500000	7.5
38.200001	7.5
38.700001	7.5
39.500000	7.4
40.000000	7.4
40.599998	7.4
41.200001	7.3
41.799999	7.3
42.500000	7.3
43.099998	7.2
43.700001	7.2
44.400002	7.1
45.000000	7.1
45.500000	7.1
46.200001	7.0
46.799999	6.9
47.500000	6.9
48.200001	6.8
48.700001	6.8
49.400002	6.7
50.000000	6.7
50.799999	6.6
51.500000	6.5
52.200001	6.5
53.000000	6.4
53.799999	6.3
54.500000	6.3
55.200001	6.2
56.000000	6.1
57.000000	6.1
58.000000	6.0
59.000000	5.9
60.000000	5.8
60.799999	5.8
61.500000	5.7
62.200001	5.6
63.000000	5.5
64.000000	5.5
65.000000	5.4
66.000000	5.3
67.000000	5.2
68.000000	5.1
69.000000	5.0
70.000000	5.0
71.000000	4.9
72.000000	4.8
73.000000	4.7
74.000000	4.6
75.000000	4.5
76.199997	4.5
77.500000	4.4
78.800003	4.3
80.000000	4.2
81.199997	4.1
82.500000	4.0
83.800003	3.9
85.000000	3.8
86.199997	3.8
87.500000	3.7
88.500000	3.6
90.000000	3.5
91.199997	3.4
92.500000	3.3
93.800003	3.2
95.000000	3.2
96.199997	3.1
97.500000	3.0
98.800003	2.9
100.000000	2.8
101.500000	2.7
103.000000	2.6
104.400002	2.6
106.000000	2.5
107.500000	2.4
109.000000	2.3
110.599998	2.2
112.000000	2.1
113.800003	2.0
115.000000	2.0
117.199997	1.8
118.000000	1.8
120.599998	1.7
122.000000	1.6
124.099998	1.5
125.000000	1.4
126.500000	1.4
128.000000	1.3
131.500000	1.1
132.000000	1.1
134.000000	1.0
136.000000	0.9
138.000000	0.8
140.000000	0.8
143.000000	0.7
145.000000	0.6
147.500000	0.5
150.000000	0.4
152.500000	0.3
155.000000	0.3
157.500000	0.2
160.000000	0.1
162.500000	0.0
165.000000	-0.0
167.500000	-0.1
170.000000	-0.2
172.500000	-0.3
175.000000	-0.3
177.500000	-0.4
180.000000	-0.5
182.500000	-0.5
185.000000	-0.6
187.500000	-0.7
190.000000	-0.7
192.500000	-0.8
195.000000	-0.9
197.500000	-0.9
200.000000	-1.0
203.000000	-1.0
206.000000	-1.1
209.000000	-1.1
212.000000	-1.2
214.000000	-1.2
218.000000	-1.3
220.000000	-1.3
224.000000	-1.3
227.000000	-1.4
230.000000	-1.4
233.000000	-1.4
236.000000	-1.5
240.000000	-1.5
243.000000	-1.5
247.000000	-1.6
250.000000	-1.6
254.000000	-1.6
258.000000	-1.6
262.000000	-1.6
265.000000	-1.6
269.000000	-1.7
272.000000	-1.7
276.000000	-1.7
280.000000	-1.7
285.000000	-1.7
290.000000	-1.7
295.000000	-1.7
300.000000	-1.7
304.000000	-1.7
307.000000	-1.7
311.000000	-1.7
315.000000	-1.7
320.000000	-1.7
325.000000	-1.7
330.000000	-1.7
335.000000	-1.7
340.000000	-1.7
345.000000	-1.7
350.000000	-1.7
355.000000	-1.7
360.000000	-1.7
365.000000	-1.7
370.000000	-1.6
375.000000	-1.6
382.000000	-1.6
387.000000	-1.6
395.000000	-1.6
400.000000	-1.6
406.000000	-1.6
412.000000	-1.6
418.000000	-1.6
425.000000	-1.6
431.000000	-1.5
437.000000	-1.5
444.000000	-1.5
450.000000	-1.5
455.000000	-1.5
462.000000	-1.5
468.000000	-1.5
475.000000	-1.5
482.000000	-1.4
487.000000	-1.4
494.000000	-1.4
500.000000	-1.4
508.000000	-1.4
515.000000	-1.4
522.000000	-1.4
530.000000	-1.3
538.000000	-1.3
545.000000	-1.3
552.000000	-1.3
560.000000	-1.3
570.000000	-1.2
580.000000	-1.2
590.000000	-1.2
600.000000	-1.2
608.000000	-1.2
615.000000	-1.1
622.000000	-1.1
630.000000	-1.1
640.000000	-1.1
650.000000	-1.0
660.000000	-1.0
670.000000	-1.0
680.000000	-1.0
690.000000	-0.9
700.000000	-0.9
710.000000	-0.9
720.000000	-0.9
730.000000	-0.8
740.000000	-0.8
750.000000	-0.8
762.000000	-0.7
775.000000	-0.7
788.000000	-0.7
800.000000	-0.6
812.000000	-0.6
825.000000	-0.6
838.000000	-0.5
850.000000	-0.5
862.000000	-0.5
875.000000	-0.4
885.000000	-0.4
900.000000	-0.3
912.000000	-0.3
925.000000	-0.3
938.000000	-0.2
950.000000	-0.2
962.000000	-0.1
975.000000	-0.1
988.000000	-0.0
1000.000000	0.0
1015.000000	0.1
1030.000000	0.1
1044.000000	0.2
1060.000000	0.2
1075.000000	0.3
1090.000000	0.4
1106.000000	0.4
1120.000000	0.5
1138.000000	0.6
1150.000000	0.6
1172.000000	0.7
1180.000000	0.8
1206.000000	0.9
1220.000000	1.0
1241.000000	1.1
1250.000000	1.2
1265.000000	1.2
1280.000000	1.3
1315.000000	1.5
1320.000000	1.6
1340.000000	1.7
1360.000000	1.8
1380.000000	1.9
1400.000000	2.0
1430.000000	2.2
1450.000000	2.3
1475.000000	2.4
1500.000000	2.6
1525.000000	2.7
1550.000000	2.9
1575.000000	3.0
1600.000000	3.1
1625.000000	3.3
1650.000000	3.5
1675.000000	3.6
1700.000000	3.8
1725.000000	3.9
1750.000000	4.1
1775.000000	4.3
1800.000000	4.4
1825.000000	4.6
1850.000000	4.8
1875.000000	5.0
1900.000000	5.1
1925.000000	5.3
1950.000000	5.5
1975.000000	5.6
2000.000000	5.8
2030.000000	6.0
2060.000000	6.2
2090.000000	6.3
2120.000000	6.5
2140.000000	6.6
2180.000000	6.8
2200.000000	7.0
2240.000000	7.2
2270.000000	7.3
2300.000000	7.5
2330.000000	7.6
2360.000000	7.8
2400.000000	7.9
2430.000000	8.0
2470.000000	8.2
2500.000000	8.3
2540.000000	8.4
2580.000000	8.6
2620.000000	8.7
2650.000000	8.7
2690.000000	8.8
2720.000000	8.9
2760.000000	9.0
2800.000000	9.1
2850.000000	9.1
2900.000000	9.2
2950.000000	9.3
3000.000000	9.3
3040.000000	9.3
3070.000000	9.4
3110.000000	9.4
3150.000000	9.4
3200.000000	9.4
3250.000000	9.4
3300.000000	9.4
3350.000000	9.4
3400.000000	9.4
3450.000000	9.4
3500.000000	9.3
3550.000000	9.3
3600.000000	9.3
3650.000000	9.2
3700.000000	9.2
3750.000000	9.1
3820.000000	9.1
3870.000000	9.0
3950.000000	8.9
4000.000000	8.9
4060.000000	8.8
4120.000000	8.8
4180.000000	8.7
4250.000000	8.6
4310.000000	8.5
4370.000000	8.5
4440.000000	8.4
4500.000000	8.3
4550.000000	8.3
4620.000000	8.2
4680.000000	8.1
4750.000000	8.0
4820.000000	7.9
4870.000000	7.9
4940.000000	7.8
5000.000000	7.7
5080.000000	7.6
5150.000000	7.6
5220.000000	7.5
5300.000000	7.4
5380.000000	7.3
5450.000000	7.3
5520.000000	7.2
5600.000000	7.1
5700.000000	7.0
5800.000000	6.9
5900.000000	6.9
6000.000000	6.8
6080.000000	6.7
6150.000000	6.6
6220.000000	6.5
6300.000000	6.4
6400.000000	6.3
6500.000000	6.1
6600.000000	6.0
6700.000000	5.9
6800.000000	5.7
6900.000000	5.6
7000.000000	5.4
7100.000000	5.2
7200.000000	5.1
7300.000000	4.9
7400.000000	4.7
7500.000000	4.5
7620.000000	4.3
7750.000000	4.0
7880.000000	3.8
8000.000000	3.6
8120.000000	3.3
8250.000000	3.1
8380.000000	2.8
8500.000000	2.6
8620.000000	2.3
8750.000000	2.0
8850.000000	1.8
9000.000000	1.5
9120.000000	1.2
9250.000000	0.9
9380.000000	0.7
9500.000000	0.4
9620.000000	0.1
9750.000000	-0.2
9880.000000	-0.5
10000.000000	-0.7
10150.000000	-1.0
10300.000000	-1.4
10440.000000	-1.6
10600.000000	-1.9
10750.000000	-2.2
10900.000000	-2.5
11060.000000	-2.8
11200.000000	-3.1
11380.000000	-3.4
11500.000000	-3.7
11720.000000	-4.1
11800.000000	-4.2
12060.000000	-4.7
12200.000000	-4.9
12410.000000	-5.2
12500.000000	-5.4
12650.000000	-5.6
12800.000000	-5.8
13150.000000	-6.3
13200.000000	-6.4
13400.000000	-6.7
13600.000000	-7.0
13800.000000	-7.2
14000.000000	-7.5
14300.000000	-7.9
14500.000000	-8.1
14750.000000	-8.4
15000.000000	-8.7
15250.000000	-9.1
15500.000000	-9.4
15750.000000	-9.8
16000.000000	-10.2
16250.000000	-10.6
16500.000000	-11.1
16750.000000	-11.6
17000.000000	-12.1
17250.000000	-12.6
17500.000000	-13.2
17750.000000	-13.9
18000.000000	-14.5
18250.000000	-15.2
18500.000000	-15.9
18750.000000	-16.6
19000.000000	-17.4
19250.000000	-18.1
19500.000000	-18.8
19750.000000	-19.3
