* Measurement data measured by REW V5.20.9
* Source: C:\Users\ricar\Downloads\Nymz V4.txt
* Format: Comma/Tab/Space delimited data
* Dated: 22/ago/2022 12:58:57
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from C:\Users\ricar\Downloads\Nymz V4.txt Format: Comma/Tab/Space delimited data 27 values loaded, 20 Hz to 20.040 Hz log spaced
* Measurement: Nymz V4
* Smoothing: 1/12 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	68.082
20.299999	68.068
20.600000	68.047
20.900000	68.024
21.200001	68.000
21.400000	67.983
21.799999	67.952
22.000000	67.936
22.400000	67.905
22.700001	67.882
23.000000	67.859
23.299999	67.837
23.600000	67.815
24.000000	67.786
24.299999	67.764
24.700001	67.736
25.000000	67.715
25.400000	67.688
25.799999	67.661
26.200001	67.634
26.500000	67.615
26.900000	67.589
27.200001	67.570
27.600000	67.544
28.000000	67.519
28.500000	67.489
29.000000	67.459
29.500000	67.430
30.000000	67.401
30.400000	67.379
30.700001	67.363
31.100000	67.343
31.500000	67.322
32.000000	67.297
32.500000	67.271
33.000000	67.246
33.500000	67.221
34.000000	67.197
34.500000	67.172
35.000000	67.147
35.500000	67.123
36.000000	67.098
36.500000	67.074
37.000000	67.049
37.500000	67.024
38.200001	66.990
38.700001	66.965
39.500000	66.924
40.000000	66.897
40.599998	66.863
41.200001	66.828
41.799999	66.793
42.500000	66.751
43.099998	66.714
43.700001	66.678
44.400002	66.635
45.000000	66.598
45.500000	66.568
46.200001	66.526
46.799999	66.489
47.500000	66.447
48.200001	66.406
48.700001	66.377
49.400002	66.336
50.000000	66.303
50.799999	66.261
51.500000	66.226
52.200001	66.191
53.000000	66.152
53.799999	66.113
54.500000	66.079
55.200001	66.044
56.000000	66.004
57.000000	65.954
58.000000	65.903
59.000000	65.851
60.000000	65.797
60.799999	65.753
61.500000	65.714
62.200001	65.674
63.000000	65.628
64.000000	65.572
65.000000	65.515
66.000000	65.459
67.000000	65.403
68.000000	65.347
69.000000	65.291
70.000000	65.236
71.000000	65.181
72.000000	65.126
73.000000	65.072
74.000000	65.018
75.000000	64.964
76.199997	64.900
77.500000	64.831
78.800003	64.763
80.000000	64.700
81.199997	64.638
82.500000	64.571
83.800003	64.505
85.000000	64.443
86.199997	64.382
87.500000	64.317
88.500000	64.266
90.000000	64.191
91.199997	64.131
92.500000	64.066
93.800003	64.002
95.000000	63.943
96.199997	63.884
97.500000	63.821
98.800003	63.758
100.000000	63.700
101.500000	63.627
103.000000	63.555
104.400002	63.488
106.000000	63.413
107.500000	63.343
109.000000	63.274
110.599998	63.201
112.000000	63.139
113.800003	63.059
115.000000	63.007
117.199997	62.913
118.000000	62.879
120.599998	62.770
122.000000	62.713
124.099998	62.628
125.000000	62.592
126.500000	62.533
128.000000	62.475
131.500000	62.341
132.000000	62.323
134.000000	62.249
136.000000	62.176
138.000000	62.105
140.000000	62.034
143.000000	61.931
145.000000	61.864
147.500000	61.782
150.000000	61.700
152.500000	61.619
155.000000	61.539
157.500000	61.461
160.000000	61.385
162.500000	61.312
165.000000	61.241
167.500000	61.172
170.000000	61.106
172.500000	61.042
175.000000	60.981
177.500000	60.923
180.000000	60.866
182.500000	60.813
185.000000	60.761
187.500000	60.712
190.000000	60.666
192.500000	60.622
195.000000	60.581
197.500000	60.542
200.000000	60.508
203.000000	60.472
206.000000	60.439
209.000000	60.410
212.000000	60.382
214.000000	60.365
218.000000	60.332
220.000000	60.316
224.000000	60.287
227.000000	60.266
230.000000	60.246
233.000000	60.228
236.000000	60.210
240.000000	60.188
243.000000	60.173
247.000000	60.154
250.000000	60.140
254.000000	60.123
258.000000	60.108
262.000000	60.093
265.000000	60.083
269.000000	60.071
272.000000	60.062
276.000000	60.051
280.000000	60.041
285.000000	60.029
290.000000	60.019
295.000000	60.009
300.000000	60.001
304.000000	59.995
307.000000	59.991
311.000000	59.987
315.000000	59.983
320.000000	59.980
325.000000	59.977
330.000000	59.975
335.000000	59.974
340.000000	59.974
345.000000	59.974
350.000000	59.975
355.000000	59.977
360.000000	59.978
365.000000	59.981
370.000000	59.983
375.000000	59.986
382.000000	59.989
387.000000	59.992
395.000000	59.996
400.000000	59.998
406.000000	59.999
412.000000	60.000
418.000000	60.000
425.000000	60.000
431.000000	60.000
437.000000	60.000
444.000000	60.000
450.000000	60.000
455.000000	60.000
462.000000	60.000
468.000000	60.000
475.000000	60.000
482.000000	60.000
487.000000	60.000
494.000000	59.999
500.000000	59.998
508.000000	59.995
515.000000	59.991
522.000000	59.988
530.000000	59.984
538.000000	59.980
545.000000	59.977
552.000000	59.973
560.000000	59.970
570.000000	59.966
580.000000	59.962
590.000000	59.959
600.000000	59.956
608.000000	59.955
615.000000	59.953
622.000000	59.952
630.000000	59.951
640.000000	59.950
650.000000	59.949
660.000000	59.949
670.000000	59.950
680.000000	59.951
690.000000	59.952
700.000000	59.954
710.000000	59.957
720.000000	59.959
730.000000	59.963
740.000000	59.967
750.000000	59.971
762.000000	59.978
775.000000	59.986
788.000000	59.998
800.000000	60.018
812.000000	60.049
825.000000	60.095
838.000000	60.152
850.000000	60.212
862.000000	60.277
875.000000	60.351
885.000000	60.408
900.000000	60.490
912.000000	60.551
925.000000	60.613
938.000000	60.675
950.000000	60.734
962.000000	60.795
975.000000	60.865
988.000000	60.940
1000.000000	61.013
1015.000000	61.111
1030.000000	61.212
1044.000000	61.307
1060.000000	61.414
1075.000000	61.514
1090.000000	61.613
1106.000000	61.718
1120.000000	61.808
1138.000000	61.923
1150.000000	61.999
1172.000000	62.135
1180.000000	62.184
1206.000000	62.342
1220.000000	62.426
1241.000000	62.549
1250.000000	62.601
1265.000000	62.687
1280.000000	62.773
1315.000000	62.967
1320.000000	62.994
1340.000000	63.102
1360.000000	63.209
1380.000000	63.313
1400.000000	63.416
1430.000000	63.566
1450.000000	63.664
1475.000000	63.784
1500.000000	63.901
1525.000000	64.014
1550.000000	64.124
1575.000000	64.231
1600.000000	64.334
1625.000000	64.434
1650.000000	64.531
1675.000000	64.626
1700.000000	64.717
1725.000000	64.805
1750.000000	64.891
1775.000000	64.973
1800.000000	65.053
1825.000000	65.130
1850.000000	65.205
1875.000000	65.277
1900.000000	65.346
1925.000000	65.413
1950.000000	65.477
1975.000000	65.538
2000.000000	65.596
2030.000000	65.662
2060.000000	65.723
2090.000000	65.782
2120.000000	65.837
2140.000000	65.873
2180.000000	65.940
2200.000000	65.973
2240.000000	66.034
2270.000000	66.077
2300.000000	66.118
2330.000000	66.157
2360.000000	66.195
2400.000000	66.241
2430.000000	66.274
2470.000000	66.315
2500.000000	66.344
2540.000000	66.380
2580.000000	66.413
2620.000000	66.442
2650.000000	66.461
2690.000000	66.480
2720.000000	66.487
2760.000000	66.485
2800.000000	66.472
2850.000000	66.442
2900.000000	66.401
2950.000000	66.355
3000.000000	66.310
3040.000000	66.277
3070.000000	66.255
3110.000000	66.226
3150.000000	66.199
3200.000000	66.165
3250.000000	66.132
3300.000000	66.098
3350.000000	66.064
3400.000000	66.031
3450.000000	65.997
3500.000000	65.962
3550.000000	65.928
3600.000000	65.893
3650.000000	65.857
3700.000000	65.822
3750.000000	65.786
3820.000000	65.735
3870.000000	65.698
3950.000000	65.638
4000.000000	65.600
4060.000000	65.554
4120.000000	65.507
4180.000000	65.459
4250.000000	65.401
4310.000000	65.348
4370.000000	65.294
4440.000000	65.228
4500.000000	65.170
4550.000000	65.119
4620.000000	65.046
4680.000000	64.981
4750.000000	64.902
4820.000000	64.820
4870.000000	64.759
4940.000000	64.670
5000.000000	64.587
5080.000000	64.469
5150.000000	64.357
5220.000000	64.241
5300.000000	64.104
5380.000000	63.963
5450.000000	63.837
5520.000000	63.709
5600.000000	63.561
5700.000000	63.373
5800.000000	63.184
5900.000000	62.994
6000.000000	62.803
6080.000000	62.649
6150.000000	62.515
6220.000000	62.380
6300.000000	62.228
6400.000000	62.040
6500.000000	61.856
6600.000000	61.676
6700.000000	61.501
6800.000000	61.332
6900.000000	61.172
7000.000000	61.021
7100.000000	60.883
7200.000000	60.756
7300.000000	60.638
7400.000000	60.528
7500.000000	60.425
7620.000000	60.311
7750.000000	60.198
7880.000000	60.093
8000.000000	60.003
8120.000000	59.917
8250.000000	59.827
8380.000000	59.741
8500.000000	59.665
8620.000000	59.593
8750.000000	59.518
8850.000000	59.464
9000.000000	59.387
9120.000000	59.329
9250.000000	59.270
9380.000000	59.215
9500.000000	59.168
9620.000000	59.124
9750.000000	59.080
9880.000000	59.041
10000.000000	59.009
10150.000000	58.975
10300.000000	58.946
10440.000000	58.921
10600.000000	58.894
10750.000000	58.871
10900.000000	58.848
11060.000000	58.826
11200.000000	58.807
11380.000000	58.785
11500.000000	58.770
11720.000000	58.746
11800.000000	58.737
12060.000000	58.710
12200.000000	58.697
12410.000000	58.678
12500.000000	58.670
12650.000000	58.657
12800.000000	58.645
13150.000000	58.618
13200.000000	58.614
13400.000000	58.600
13600.000000	58.586
13800.000000	58.572
14000.000000	58.560
14300.000000	58.541
14500.000000	58.529
14750.000000	58.516
15000.000000	58.504
15250.000000	58.495
15500.000000	58.488
15750.000000	58.483
16000.000000	58.480
16250.000000	58.477
16500.000000	58.475
16750.000000	58.474
17000.000000	58.474
17250.000000	58.474
17500.000000	58.475
17750.000000	58.477
18000.000000	58.478
18250.000000	58.481
18500.000000	58.483
18750.000000	58.486
19000.000000	58.488
19250.000000	58.491
19500.000000	58.494
19750.000000	58.496
20000.000000	58.497
